4.539833366870880127e-01,4.702102541923522949e-01,2.533717751502990723e-01,5.458856821060180664e-01,3.923158049583435059e-01,4.106600284576416016e-01,3.228756487369537354e-01,4.234741032123565674e-01,6.116852164268493652e-01,4.866532981395721436e-01,4.715906381607055664e-01,4.709811806678771973e-01,3.502229154109954834e-01,7.681738734245300293e-01,4.700406491756439209e-01,3.944665193557739258e-01,4.150080084800720215e-01,6.232976913452148438e-01,5.632811784744262695e-01,5.570974946022033691e-01,4.934187829494476318e-01,4.904275834560394287e-01,8.376318812370300293e-01,3.931469619274139404e-01,4.923189878463745117e-01,3.938455581665039062e-01,3.992864787578582764e-01,3.646175563335418701e-01,5.691269636154174805e-01,4.216558337211608887e-01
4.852338433265686035e-01,7.574288845062255859e-01,4.864979982376098633e-01,8.526229858398437500e-02,8.015481233596801758e-01,7.463825941085815430e-01,3.557261824607849121e-01,4.054690003395080566e-01,2.825951576232910156e-02,4.070531725883483887e-01,3.296463489532470703e-01,3.150084614753723145e-01,5.413289666175842285e-01,3.499713540077209473e-01,2.998012304306030273e-01,4.579900503158569336e-01,3.409165740013122559e-01,3.974705338478088379e-01,3.383957743644714355e-01,3.792737126350402832e-01,1.647884249687194824e-01,6.788372993469238281e-04,5.745798945426940918e-01,2.780424356460571289e-01,4.203639626502990723e-01,7.600809335708618164e-01,2.316241264343261719e-01,2.689501643180847168e-01,4.686875939369201660e-01,8.714111447334289551e-01
4.376413822174072266e-01,8.075677752494812012e-01,1.257146000862121582e-01,3.101552724838256836e-01,7.141249179840087891e-01,8.303668498992919922e-01,2.529849410057067871e-01,7.921806573867797852e-01,4.112547636032104492e-02,4.909191727638244629e-01,2.175289392471313477e-01,8.464252948760986328e-01,7.059967517852783203e-01,8.476960659027099609e-01,4.058730006217956543e-01,5.271607637405395508e-01,6.368962526321411133e-01,2.919092178344726562e-01,7.593953013420104980e-01,1.806046366691589355e-01,2.552568912506103516e-03,5.929368734359741211e-02,2.196041345596313477e-01,6.432275772094726562e-01,7.069035172462463379e-01,1.611742973327636719e-01,3.418257236480712891e-01,4.018496870994567871e-01,8.866605758666992188e-01,8.824891448020935059e-01
6.041369438171386719e-01,5.844474434852600098e-01,8.034149408340454102e-01,1.608808040618896484e-01,1.969331502914428711e-02,5.928397178649902344e-03,2.652667760848999023e-01,8.660103082656860352e-01,6.492095589637756348e-01,3.715603947639465332e-01,7.886803150177001953e-02,8.379698991775512695e-01,1.420837044715881348e-01,2.511969804763793945e-01,8.767361640930175781e-01,2.908759117126464844e-01,8.093497753143310547e-01,8.288733959197998047e-01,5.545762181282043457e-01,5.265841484069824219e-01,3.993167877197265625e-01,4.056913852691650391e-01,8.944337964057922363e-01,7.260301113128662109e-01,6.888444423675537109e-01,8.392078876495361328e-01,8.717887997627258301e-01,5.245498418807983398e-01,9.063505530357360840e-01,7.739960551261901855e-01
4.550907611846923828e-01,3.710126876831054688e-02,4.461582303047180176e-01,4.372110962867736816e-01,2.518896460533142090e-01,7.391238212585449219e-01,1.102616190910339355e-01,7.392700314521789551e-01,3.327966332435607910e-01,7.541322708129882812e-02,6.420894265174865723e-01,1.977290511131286621e-01,6.342180967330932617e-01,2.891061902046203613e-01,3.351744413375854492e-01,9.105733633041381836e-01,8.561535477638244629e-01,1.379150748252868652e-01,5.507425069808959961e-01,1.432542800903320312e-01,8.188103437423706055e-01,8.635359406471252441e-01,3.779095411300659180e-02,3.479905724525451660e-01,2.612515687942504883e-01,9.595936536788940430e-01,3.641712665557861328e-02,5.722813010215759277e-01,2.594723701477050781e-01,2.540717124938964844e-01
5.425869226455688477e-01,2.856252193450927734e-01,3.895344734191894531e-01,4.479929804801940918e-01,2.020086050033569336e-01,6.155711412429809570e-02,6.850239038467407227e-01,2.216706275939941406e-01,4.627130627632141113e-01,7.676633596420288086e-01,3.598462343215942383e-01,1.765682101249694824e-01,1.222093701362609863e-01,3.237749934196472168e-01,8.357654213905334473e-01,3.920398950576782227e-01,8.562158942222595215e-01,1.121037006378173828e-01,2.449512481689453125e-03,3.851720094680786133e-01,4.801321625709533691e-01,3.000477552413940430e-01,7.663048505783081055e-01,4.762908220291137695e-01,5.221820473670959473e-01,7.251682877540588379e-01,5.590391755104064941e-01,3.769701719284057617e-01,5.640723109245300293e-01,1.336085796356201172e-01
3.320802450180053711e-01,1.364995241165161133e-01,2.494114637374877930e-01,7.104712128639221191e-01,2.749750018119812012e-01,9.661118984222412109e-01,8.566165566444396973e-01,2.562202215194702148e-01,2.786120176315307617e-01,5.072112083435058594e-01,5.275702476501464844e-02,2.243111133575439453e-01,4.346212148666381836e-01,8.603938817977905273e-01,9.834668040275573730e-01,2.490354180335998535e-01,9.631096720695495605e-01,8.820637464523315430e-01,1.940840482711791992e-01,6.787571310997009277e-01,9.278524518013000488e-01,4.372371435165405273e-01,7.473278045654296875e-01,6.716448068618774414e-01,5.826076269149780273e-01,3.182029724121093750e-01,9.207863211631774902e-01,1.942496299743652344e-01,9.339222311973571777e-01,8.932435512542724609e-02
7.900369167327880859e-01,9.125338196754455566e-01,6.593316197395324707e-01,7.501376867294311523e-01,5.925410985946655273e-01,1.235988140106201172e-01,7.981806993484497070e-01,5.879162549972534180e-01,7.842081785202026367e-02,6.921039223670959473e-01,5.185304880142211914e-01,7.323296666145324707e-01,2.132322192192077637e-01,1.212588548660278320e-01,8.574098348617553711e-01,8.984593749046325684e-01,5.782330632209777832e-01,9.998509287834167480e-01,4.177389144897460938e-01,4.834529757499694824e-01,5.715354084968566895e-01,4.099425077438354492e-01,6.245816946029663086e-01,9.423107504844665527e-01,9.190684556961059570e-01,5.972275733947753906e-01,1.103901863098144531e-02,2.443099021911621094e-01,5.050921440124511719e-02,5.201279520988464355e-01
1.444885730743408203e-01,6.736920475959777832e-01,1.983636021614074707e-01,7.010914683341979980e-01,4.063027501106262207e-01,8.828111290931701660e-01,9.438468813896179199e-01,1.070684790611267090e-01,1.293843388557434082e-01,1.809517145156860352e-01,8.734635114669799805e-01,1.040295362472534180e-01,7.541525959968566895e-01,6.521323919296264648e-01,5.936810374259948730e-01,9.750154018402099609e-01,5.513060688972473145e-01,5.743856430053710938e-01,7.435461878776550293e-01,4.502206444740295410e-01,8.111709952354431152e-01,1.261735558509826660e-01,8.725349903106689453e-01,6.572529673576354980e-01,8.798236250877380371e-01,4.556456804275512695e-01,7.667129635810852051e-01,3.710463643074035645e-01,9.271585345268249512e-01,6.927251219749450684e-01
5.350309610366821289e-02,7.585051059722900391e-01,3.191640973091125488e-01,4.862546920776367188e-04,2.630504369735717773e-01,4.444333314895629883e-01,8.982073068618774414e-01,6.082428693771362305e-01,8.172222971916198730e-01,1.062649488449096680e-01,3.053704500198364258e-01,6.129578948020935059e-01,9.863073825836181641e-01,7.922950387001037598e-01,9.833215475082397461e-01,1.461171507835388184e-01,5.126495957374572754e-01,6.696717739105224609e-01,4.102122783660888672e-02,8.509469628334045410e-01,9.141910672187805176e-01,6.154831051826477051e-01,3.388515710830688477e-01,9.145547151565551758e-01,5.911815762519836426e-01,7.898732423782348633e-01,1.866319775581359863e-01,3.614417314529418945e-01,2.302138805389404297e-01,1.529741883277893066e-01
5.623924732208251953e-01,4.618521928787231445e-01,3.315612673759460449e-01,3.200750946998596191e-01,7.079889178276062012e-01,9.594234824180603027e-01,6.151763796806335449e-01,8.280059099197387695e-01,1.457568407058715820e-01,4.977355003356933594e-01,1.237959265708923340e-01,9.633386135101318359e-01,9.197759032249450684e-01,8.211199045181274414e-01,7.801479101181030273e-02,5.920463800430297852e-01,4.447406530380249023e-01,4.917901158332824707e-01,6.635464429855346680e-01,9.795615673065185547e-01,6.277720928192138672e-01,1.825023889541625977e-01,9.604240059852600098e-01,8.912682533264160156e-03,1.141755580902099609e-01,2.966404557228088379e-01,3.155553936958312988e-01,3.997529745101928711e-01,3.136438727378845215e-01,5.446127653121948242e-01
5.104993581771850586e-01,4.412543773651123047e-02,1.069756150245666504e-01,4.667867422103881836e-01,4.117604494094848633e-01,8.228612542152404785e-01,3.753575682640075684e-01,4.926968216896057129e-01,9.264616370201110840e-01,3.464161157608032227e-01,7.016095519065856934e-01,7.859116196632385254e-01,1.037589907646179199e-01,7.396539449691772461e-01,3.696033358573913574e-01,9.981075525283813477e-01,5.583497881889343262e-01,2.718862295150756836e-01,8.187239170074462891e-01,6.278427839279174805e-01,9.114201068878173828e-01,5.497851371765136719e-01,3.820190429687500000e-01,2.976563572883605957e-01,5.530310869216918945e-01,1.835525035858154297e-02,4.065371155738830566e-01,6.609501838684082031e-01,2.693567872047424316e-01,2.770525813102722168e-01
4.954804778099060059e-01,6.218881607055664062e-01,2.744145989418029785e-01,8.797805905342102051e-01,4.364057183265686035e-01,3.849029541015625000e-03,5.389371514320373535e-01,6.812797188758850098e-01,8.690342307090759277e-01,2.604218125343322754e-01,1.442285776138305664e-01,3.333606123924255371e-01,2.233707904815673828e-01,9.392143487930297852e-01,4.942794442176818848e-01,2.113085985183715820e-02,2.587309479713439941e-01,9.640988707542419434e-01,1.765302419662475586e-01,7.906161546707153320e-01,8.886229991912841797e-02,5.313512682914733887e-01,6.449109911918640137e-01,5.503609776496887207e-01,7.091701626777648926e-01,2.708804607391357422e-02,7.493162751197814941e-01,1.538442969322204590e-01,9.273846745491027832e-01,8.264257907867431641e-01
