3.170692026615142822e-01,5.249837636947631836e-01,6.393462419509887695e-01,6.156999468803405762e-01,5.553376078605651855e-01,5.129404067993164062e-01,6.173360347747802734e-01,3.762846291065216064e-01,4.512265920639038086e-01,5.730313658714294434e-01,6.153585910797119141e-01,3.310379385948181152e-01,5.167716741561889648e-01,4.580037593841552734e-01,3.612489104270935059e-01,3.927234113216400146e-01,3.468401432037353516e-01,6.513892412185668945e-01,7.515326738357543945e-01,4.236295521259307861e-01,1.342834979295730591e-01,2.200241535902023315e-01,2.503388524055480957e-01,1.176012605428695679e-01,1.269993036985397339e-01,1.507529020309448242e-01
4.376413822174072266e-01,8.075677752494812012e-01,1.257146000862121582e-01,3.101552724838256836e-01,7.141249179840087891e-01,8.303668498992919922e-01,2.529849410057067871e-01,7.921806573867797852e-01,4.112547636032104492e-02,4.909191727638244629e-01,2.175289392471313477e-01,8.464252948760986328e-01,7.059967517852783203e-01,8.476960659027099609e-01,4.058730006217956543e-01,5.271607637405395508e-01,6.368962526321411133e-01,2.919092178344726562e-01,7.593953013420104980e-01,1.806046366691589355e-01,1.589278131723403931e-01,1.170694380998611450e-01,1.462301760911941528e-01,8.535861968994140625e-02,2.262948602437973022e-01,2.661191225051879883e-01
4.550907611846923828e-01,3.710126876831054688e-02,4.461582303047180176e-01,4.372110962867736816e-01,2.518896460533142090e-01,7.391238212585449219e-01,1.102616190910339355e-01,7.392700314521789551e-01,3.327966332435607910e-01,7.541322708129882812e-02,6.420894265174865723e-01,1.977290511131286621e-01,6.342180967330932617e-01,2.891061902046203613e-01,3.351744413375854492e-01,9.105733633041381836e-01,8.561535477638244629e-01,1.379150748252868652e-01,5.507425069808959961e-01,1.432542800903320312e-01,1.204807460308074951e-01,1.089019626379013062e-01,1.182206422090530396e-01,8.415175229310989380e-02,1.411944031715393066e-01,4.270504713058471680e-01
3.320802450180053711e-01,1.364995241165161133e-01,2.494114637374877930e-01,7.104712128639221191e-01,2.749750018119812012e-01,9.661118984222412109e-01,8.566165566444396973e-01,2.562202215194702148e-01,2.786120176315307617e-01,5.072112083435058594e-01,5.275702476501464844e-02,2.243111133575439453e-01,4.346212148666381836e-01,8.603938817977905273e-01,9.834668040275573730e-01,2.490354180335998535e-01,9.631096720695495605e-01,8.820637464523315430e-01,1.940840482711791992e-01,6.787571310997009277e-01,1.780395209789276123e-01,2.396685928106307983e-01,1.417881697416305542e-01,1.128476262092590332e-01,1.265292912721633911e-01,2.011268436908721924e-01
1.444885730743408203e-01,6.736920475959777832e-01,1.983636021614074707e-01,7.010914683341979980e-01,4.063027501106262207e-01,8.828111290931701660e-01,9.438468813896179199e-01,1.070684790611267090e-01,1.293843388557434082e-01,1.809517145156860352e-01,8.734635114669799805e-01,1.040295362472534180e-01,7.541525959968566895e-01,6.521323919296264648e-01,5.936810374259948730e-01,9.750154018402099609e-01,5.513060688972473145e-01,5.743856430053710938e-01,7.435461878776550293e-01,4.502206444740295410e-01,1.988836824893951416e-01,1.513637602329254150e-01,9.173464030027389526e-02,8.424720913171768188e-02,1.452749073505401611e-01,3.284957408905029297e-01
5.623924732208251953e-01,4.618521928787231445e-01,3.315612673759460449e-01,3.200750946998596191e-01,7.079889178276062012e-01,9.594234824180603027e-01,6.151763796806335449e-01,8.280059099197387695e-01,1.457568407058715820e-01,4.977355003356933594e-01,1.237959265708923340e-01,9.633386135101318359e-01,9.197759032249450684e-01,8.211199045181274414e-01,7.801479101181030273e-02,5.920463800430297852e-01,4.447406530380249023e-01,4.917901158332824707e-01,6.635464429855346680e-01,9.795615673065185547e-01,2.354654371738433838e-01,1.950722932815551758e-01,1.368293762207031250e-01,1.058649867773056030e-01,1.679639816284179688e-01,1.588038951158523560e-01
4.954804778099060059e-01,6.218881607055664062e-01,2.744145989418029785e-01,8.797805905342102051e-01,4.364057183265686035e-01,3.849029541015625000e-03,5.389371514320373535e-01,6.812797188758850098e-01,8.690342307090759277e-01,2.604218125343322754e-01,1.442285776138305664e-01,3.333606123924255371e-01,2.233707904815673828e-01,9.392143487930297852e-01,4.942794442176818848e-01,2.113085985183715820e-02,2.587309479713439941e-01,9.640988707542419434e-01,1.765302419662475586e-01,7.906161546707153320e-01,1.491255462169647217e-01,2.492238581180572510e-01,1.991257369518280029e-01,1.027729734778404236e-01,1.258942782878875732e-01,1.738575994968414307e-01
4.203348159790039062e-01,3.534001111984252930e-02,1.395183801651000977e-02,7.261335253715515137e-01,8.068885803222656250e-01,7.112815380096435547e-01,1.863965988159179688e-01,4.539268016815185547e-01,6.452058553695678711e-01,5.068737268447875977e-01,9.379647970199584961e-01,2.062883973121643066e-01,8.685225844383239746e-01,5.840318799018859863e-01,2.549440264701843262e-01,4.486302137374877930e-01,4.488865733146667480e-01,5.849528312683105469e-01,2.711295485496520996e-01,1.161392331123352051e-01,1.205113008618354797e-01,2.124980390071868896e-01,2.786283493041992188e-01,1.205452457070350647e-01,1.147482320666313171e-01,1.530688405036926270e-01
6.391806006431579590e-01,8.471780419349670410e-01,2.551503777503967285e-01,2.450447678565979004e-01,8.875017762184143066e-01,2.511677145957946777e-01,5.248923897743225098e-01,5.429468154907226562e-01,6.331512928009033203e-01,5.113045573234558105e-01,2.929574251174926758e-02,5.232247114181518555e-01,8.043364286422729492e-01,9.921859502792358398e-01,9.774588942527770996e-01,8.582064509391784668e-01,3.055355548858642578e-01,4.786087870597839355e-01,8.783620595932006836e-02,7.544591426849365234e-01,1.632126122713088989e-01,1.252436041831970215e-01,7.361485064029693604e-02,6.415221095085144043e-02,1.572646498680114746e-01,4.165120720863342285e-01
3.604944944381713867e-01,8.878841400146484375e-01,6.787246465682983398e-02,1.141182780265808105e-01,3.929961323738098145e-01,7.961777448654174805e-01,2.946131229400634766e-01,6.889973878860473633e-01,5.194268822669982910e-01,7.034773230552673340e-01,5.816394090652465820e-02,7.447488903999328613e-01,8.217384815216064453e-01,3.371096253395080566e-01,8.032370805740356445e-01,4.467740058898925781e-01,6.308249831199645996e-01,3.653999567031860352e-01,3.538525104522705078e-02,4.814795255661010742e-01,1.607644557952880859e-01,1.121751517057418823e-01,6.695602834224700928e-02,7.812735438346862793e-02,1.071987375617027283e-01,4.747782349586486816e-01
7.775512933731079102e-01,6.996715068817138672e-01,8.152691721916198730e-01,8.857629299163818359e-01,2.808511853218078613e-01,5.597781538963317871e-01,9.565259814262390137e-01,2.789199352264404297e-03,7.234256863594055176e-01,4.549325108528137207e-01,7.985816597938537598e-01,6.446778774261474609e-03,3.167510032653808594e-02,4.996255040168762207e-01,6.814071536064147949e-01,6.748594641685485840e-01,8.668703436851501465e-01,7.476222515106201172e-01,3.496398925781250000e-01,5.076015591621398926e-01,1.209158301353454590e-01,1.384657472372055054e-01,9.546102583408355713e-02,8.006361871957778931e-02,1.164400279521942139e-01,4.486537873744964600e-01
5.373491644859313965e-01,4.941334128379821777e-01,3.238865137100219727e-01,3.865918517112731934e-01,1.806702017784118652e-01,3.662779927253723145e-01,4.781839251518249512e-01,2.366197109222412109e-01,2.254058122634887695e-01,5.252604484558105469e-01,8.004727363586425781e-01,5.465080142021179199e-01,7.074662446975708008e-01,1.227072477340698242e-01,6.182079315185546875e-01,3.997005224227905273e-01,7.137497067451477051e-01,1.368440985679626465e-01,5.668014287948608398e-02,7.577213048934936523e-01,1.575095206499099731e-01,1.989847570657730103e-01,1.576159298419952393e-01,9.712657332420349121e-02,1.335020363330841064e-01,2.552612721920013428e-01
5.377417802810668945e-02,6.764537096023559570e-01,2.124033570289611816e-01,5.716264247894287109e-02,8.104150295257568359e-01,5.533566474914550781e-01,3.644746541976928711e-02,5.173512697219848633e-01,1.710617542266845703e-01,1.487556695938110352e-01,3.502079248428344727e-01,7.718747258186340332e-01,6.522783637046813965e-01,4.901614189147949219e-01,3.074254989624023438e-01,1.453650593757629395e-01,7.168975472450256348e-01,8.957182168960571289e-01,4.972712993621826172e-01,7.504330873489379883e-01,1.819963157176971436e-01,1.557340472936630249e-01,1.193368956446647644e-01,9.414921700954437256e-02,1.655976623296737671e-01,2.831859588623046875e-01
7.445116639137268066e-01,3.391754627227783203e-01,9.863539338111877441e-01,5.716901421546936035e-01,7.785120010375976562e-01,8.787301182746887207e-01,2.152777910232543945e-01,7.882538437843322754e-01,7.109413743019104004e-01,1.999900937080383301e-01,2.514289617538452148e-01,4.439962506294250488e-01,6.402802467346191406e-02,1.111283302307128906e-01,9.402378797531127930e-01,4.271413087844848633e-01,4.704521298408508301e-01,1.295952200889587402e-01,7.782645225524902344e-01,4.539050459861755371e-01,1.120327413082122803e-01,1.161667481064796448e-01,2.015897631645202637e-01,1.106965094804763794e-01,1.687318235635757446e-01,2.907823622226715088e-01
8.800581693649291992e-01,4.708859920501708984e-01,9.947948455810546875e-01,3.965852260589599609e-01,8.846157789230346680e-02,5.479494929313659668e-01,4.919511079788208008e-02,9.980422854423522949e-01,7.962702512741088867e-01,2.575126290321350098e-01,3.818737864494323730e-01,2.634471058845520020e-01,5.240545272827148438e-01,5.872857570648193359e-02,9.397132992744445801e-01,8.414847254753112793e-01,8.511895537376403809e-01,6.940237879753112793e-01,4.792085289955139160e-01,2.906361222267150879e-01,1.767764538526535034e-01,1.773655861616134644e-01,1.324985623359680176e-01,9.308023005723953247e-02,1.636583358049392700e-01,2.566208541393280029e-01
2.530286908149719238e-01,5.011468529701232910e-01,8.500669598579406738e-01,7.495693564414978027e-01,4.488409757614135742e-01,2.610540390014648438e-02,2.992296218872070312e-01,3.429627418518066406e-02,5.954596996307373047e-01,8.731307387351989746e-01,2.088596820831298828e-01,6.892405748367309570e-01,6.618303060531616211e-01,2.296066284179687500e-02,4.454928636550903320e-02,8.697501420974731445e-01,9.912299513816833496e-01,1.296435594558715820e-01,6.824105978012084961e-02,4.273604154586791992e-01,1.383306831121444702e-01,1.648966521024703979e-01,2.527855634689331055e-01,1.024384498596191406e-01,1.672097742557525635e-01,1.743388175964355469e-01
