0.028017,0.971969,0.028230,0.028070,0.028011,0.461210,0.517357,0.306788,0.028363,0.916750,0.084249,0.369569,0.063437,1.000000,0.556693,0.300699,0.812687,1.000000,0.500250,1.000000,0.000999
0.137480,0.001000,0.101283,0.704944,0.044622,1.000000,0.681953,1.000000,0.542886,1.000000,0.537738,0.001000,0.001000,1.000000,0.001000,0.662209,0.339215,0.556154,0.254212,1.000000,0.001000
0.001000,0.536316,1.000000,1.000000,0.001000,0.001000,0.745261,1.000000,0.824417,1.000000,0.001000,0.001000,0.001000,0.112682,1.000000,0.790283,1.000000,1.000000,0.691339,0.798025,0.001000
0.001000,0.128913,0.234554,0.008029,0.001000,0.971315,0.001000,0.898529,1.000000,1.000000,0.293163,0.172964,0.001000,0.800219,0.360656,0.001000,0.115403,1.000000,0.231892,1.000000,0.001000
0.001000,1.000000,0.001000,0.551521,0.001000,1.000000,0.514906,0.598072,0.001000,0.001000,0.418773,1.000000,1.000000,0.001000,0.585557,0.402647,0.001000,1.000000,0.001000,0.001000,0.001000
0.001000,0.001000,0.925331,1.000000,0.001000,1.000000,0.001000,0.783865,0.513057,1.000000,0.001000,0.001000,0.001000,1.000000,0.265983,0.001000,0.001000,1.000000,0.001000,1.000000,0.001000
0.180071,1.000000,0.001000,0.196239,0.183175,0.240126,1.000000,0.616069,0.001000,1.000000,0.535518,0.001000,0.001000,1.000000,1.000000,0.001000,0.001000,0.166209,0.675572,0.572187,1.000000
0.576736,0.488441,0.788165,0.001000,0.001000,0.001000,1.000000,0.001000,1.000000,1.000000,0.001000,0.001000,0.001000,1.000000,0.593967,1.000000,1.000000,1.000000,1.000000,1.000000,0.001000
0.157594,0.001000,1.000000,1.000000,0.001000,0.719081,0.001000,0.001000,0.803439,0.964857,0.640082,0.001000,0.001000,1.000000,0.873725,0.313026,1.000000,1.000000,0.311017,1.000000,0.226236
0.277131,0.820920,0.001000,0.411611,0.001000,1.000000,1.000000,0.065924,0.001000,0.001000,0.001000,1.000000,0.001000,1.000000,0.370569,0.292747,0.001000,1.000000,0.929728,1.000000,0.123480
0.001000,0.001000,0.001000,0.133870,0.001000,0.001000,0.615934,0.335694,0.069312,1.000000,0.001000,1.000000,0.452493,1.000000,1.000000,0.605426,1.000000,1.000000,0.001000,0.549213,0.223801
0.001000,0.017803,0.001000,0.371754,0.648201,1.000000,1.000000,0.784038,0.431844,1.000000,0.786952,0.001000,0.045120,0.569833,1.000000,1.000000,0.048740,0.144443,0.001000,1.000000,0.001000
0.001000,0.001000,0.001000,0.001000,0.127512,1.000000,0.233490,0.759174,0.001000,0.401384,0.298729,0.324633,0.848781,0.001000,1.000000,0.481093,0.001000,1.000000,0.001000,0.001000,0.001000
0.503685,1.000000,0.001000,0.001000,1.000000,1.000000,0.001000,0.060585,0.895688,0.413966,0.001000,0.322161,0.983923,1.000000,1.000000,0.364541,1.000000,0.001000,0.138355,0.528311,0.484804
0.001000,0.595517,0.001000,0.224833,0.857791,0.001000,1.000000,0.001000,0.001000,1.000000,1.000000,0.917136,1.000000,0.001000,0.001000,1.000000,0.541110,1.000000,0.168556,1.000000,0.001000
0.452263,0.001000,0.001000,0.001000,0.001000,0.369440,0.263520,0.319807,0.281046,0.349276,0.001000,0.001000,1.000000,0.001000,0.001000,1.000000,0.001000,1.000000,0.001000,0.712707,0.331676
0.001000,0.664612,0.001000,1.000000,0.816861,1.000000,0.912826,0.526828,0.001000,1.000000,0.146016,0.811042,0.001000,0.844153,0.519995,0.898193,0.571891,1.000000,0.556514,1.000000,1.000000
0.001000,0.520050,1.000000,0.441931,0.181488,1.000000,0.001000,0.005345,0.033760,0.001000,0.001000,1.000000,1.000000,0.861930,1.000000,0.001000,1.000000,1.000000,0.194978,0.388995,0.001000
0.001000,1.000000,1.000000,0.001000,1.000000,0.795529,1.000000,0.147190,0.001000,0.568370,0.001000,0.069480,0.001000,0.839196,0.001000,1.000000,0.837206,1.000000,0.001000,0.001000,0.001000
1.000000,1.000000,0.184956,1.000000,0.504826,0.220522,1.000000,1.000000,0.023687,1.000000,0.677626,0.001000,0.001000,0.001000,0.708997,0.427806,0.900994,0.220068,0.222535,0.515042,1.000000
0.639109,1.000000,1.000000,0.407086,0.001000,0.778376,1.000000,0.001000,0.158037,0.588813,0.518719,0.001000,1.000000,0.001000,0.054622,1.000000,1.000000,1.000000,1.000000,1.000000,0.001000
0.001000,1.000000,0.883680,0.279719,0.001000,0.001000,0.330524,0.329955,0.001000,1.000000,0.001000,0.001000,0.001000,0.495768,1.000000,0.001000,0.888531,1.000000,0.001000,0.756713,0.263827
0.001000,1.000000,0.975698,0.514217,0.001000,0.089969,1.000000,0.001000,0.056452,0.001000,0.695934,0.270373,0.602573,1.000000,0.046665,0.001000,0.267352,1.000000,1.000000,1.000000,0.014501
0.128087,0.977698,0.001000,0.001000,0.001000,0.225992,1.000000,0.793126,0.697018,1.000000,0.001000,0.929832,0.300012,0.234115,0.880431,1.000000,0.026537,1.000000,0.455132,1.000000,1.000000
0.933618,1.000000,0.001000,0.001000,1.000000,1.000000,0.001000,1.000000,1.000000,1.000000,1.000000,0.001000,0.001000,1.000000,0.596239,0.884317,1.000000,0.697615,0.337751,0.983048,0.538115
1.000000,0.848436,0.001000,0.001000,0.001000,1.000000,0.465337,1.000000,1.000000,1.000000,0.595637,1.000000,0.536332,0.756288,1.000000,0.991150,1.000000,1.000000,1.000000,1.000000,0.686441
1.000000,0.981348,0.156144,0.001000,0.620707,1.000000,0.372528,0.001000,0.046387,1.000000,0.001000,0.656079,0.130038,1.000000,0.001000,0.251117,1.000000,0.458294,1.000000,1.000000,0.148072
0.001000,1.000000,0.001000,0.001000,0.110714,0.001000,1.000000,1.000000,0.218506,1.000000,0.707174,1.000000,0.585161,0.884590,0.001000,0.001000,1.000000,0.001000,0.001000,0.001000,0.706531
0.001000,1.000000,0.698845,0.279079,0.001000,1.000000,1.000000,1.000000,0.199588,0.001000,0.314087,0.004698,0.429771,1.000000,1.000000,1.000000,0.563413,1.000000,1.000000,1.000000,0.585898
0.001000,1.000000,0.090718,0.001000,0.864278,0.001000,0.423824,0.727981,0.001000,1.000000,0.077247,0.004201,0.001000,0.443525,1.000000,0.001000,0.562482,0.531439,0.602261,0.001000,0.001000
1.000000,1.000000,0.011249,0.001000,0.001000,0.001000,0.094543,0.001000,0.838095,1.000000,1.000000,0.001000,0.702479,0.516284,0.087021,1.000000,0.402606,1.000000,0.001000,0.348873,0.837392
0.001000,0.001000,0.365066,0.083063,0.307277,0.001000,1.000000,0.001000,0.595459,1.000000,0.071286,0.347645,1.000000,1.000000,0.001000,0.956092,0.001000,1.000000,0.744088,0.546369,0.556620
0.001000,0.183100,0.001000,0.669927,0.001000,1.000000,0.001000,0.759029,0.001000,0.728652,0.001000,0.001000,1.000000,1.000000,0.001000,1.000000,0.001000,0.001000,1.000000,1.000000,0.865583
1.000000,0.149399,0.001000,1.000000,0.743161,0.730888,0.001000,0.299228,0.773114,0.001000,0.001000,1.000000,0.486130,0.285971,1.000000,0.001000,0.012072,0.430391,0.001000,1.000000,0.603036
0.001000,0.676532,0.106101,0.001000,0.001000,0.555327,0.001000,0.348753,0.497698,0.552560,1.000000,0.396208,0.001000,1.000000,0.001000,0.001000,1.000000,1.000000,1.000000,0.005391,0.001000
0.721698,0.758422,0.926631,1.000000,0.592398,1.000000,1.000000,0.001000,0.131938,1.000000,0.001000,0.650508,0.221431,0.001000,1.000000,0.001000,0.293761,1.000000,0.968010,0.999946,0.172521
0.001000,1.000000,0.001000,0.502861,0.575690,0.284486,0.786977,0.977548,1.000000,1.000000,0.938624,1.000000,1.000000,0.001000,1.000000,0.001000,1.000000,1.000000,0.987153,0.001000,0.521302
1.000000,0.619116,1.000000,1.000000,0.627316,1.000000,0.424677,0.313110,0.055011,0.001000,0.001000,0.454761,0.001000,0.641599,1.000000,1.000000,1.000000,0.001000,1.000000,1.000000,0.012430
