4.586226046085357666e-01,5.413774847984313965e-01
3.713501095771789551e-01,6.286498308181762695e-01
1.935517936944961548e-01,8.064482212066650391e-01
5.251193046569824219e-01,4.748806059360504150e-01
3.686415851116180420e-01,6.313584446907043457e-01
8.318598866462707520e-01,1.681401431560516357e-01
3.162747323513031006e-01,6.837252378463745117e-01
1.824101507663726807e-01,8.175898790359497070e-01
6.603343784809112549e-02,9.339665174484252930e-01
5.126607790589332581e-02,9.487339854240417480e-01
5.718055367469787598e-01,4.281944632530212402e-01
8.107796311378479004e-01,1.892204433679580688e-01
2.857097685337066650e-01,7.142902016639709473e-01
6.267656385898590088e-02,9.373234510421752930e-01
8.138609528541564941e-01,1.861390620470046997e-01
2.734176516532897949e-01,7.265824079513549805e-01
3.695408403873443604e-01,6.304591894149780273e-01
5.385011434555053711e-01,4.614989161491394043e-01
1.710404604673385620e-01,8.289595246315002441e-01
7.042283415794372559e-01,2.957716584205627441e-01
4.361515045166015625e-01,5.638484954833984375e-01
2.607010304927825928e-01,7.392989397048950195e-01
7.623092532157897949e-01,2.376907765865325928e-01
5.784945487976074219e-01,4.215055108070373535e-01
8.105252385139465332e-01,1.894747167825698853e-01
1.006226688623428345e-01,8.993772864341735840e-01
3.347522616386413574e-01,6.652477383613586426e-01
4.731838405132293701e-01,5.268161892890930176e-01
8.358437418937683105e-01,1.641562730073928833e-01
4.800994396209716797e-01,5.199005603790283203e-01
2.175943553447723389e-01,7.824056148529052734e-01
1.775895953178405762e-01,8.224103450775146484e-01
2.824476063251495361e-01,7.175524234771728516e-01
1.014426946640014648e-01,8.985572457313537598e-01
2.746661603450775146e-01,7.253338694572448730e-01
5.434306263923645020e-01,4.565694332122802734e-01
1.683218181133270264e-01,8.316781520843505859e-01
7.499849200248718262e-01,2.500150799751281738e-01
4.817236065864562988e-01,5.182763934135437012e-01
7.066919803619384766e-01,2.933079302310943604e-01
2.870561182498931885e-01,7.129439115524291992e-01
4.103902727365493774e-02,9.589609503746032715e-01
7.306866049766540527e-01,2.693134248256683350e-01
7.927262187004089355e-01,2.072737812995910645e-01
5.301370024681091309e-01,4.698630273342132568e-01
4.278099238872528076e-01,5.721901059150695801e-01
5.459648370742797852e-01,4.540351331233978271e-01
6.449326276779174805e-01,3.550673723220825195e-01
5.486264824867248535e-01,4.513734281063079834e-01
7.024930119514465332e-01,2.975070178508758545e-01
9.136037230491638184e-01,8.639628440141677856e-02
8.550254106521606445e-01,1.449745893478393555e-01
1.481155902147293091e-01,8.518844246864318848e-01
3.883472383022308350e-01,6.116527915000915527e-01
6.565848588943481445e-01,3.434151709079742432e-01
9.037795662879943848e-01,9.622041136026382446e-02
5.754813551902770996e-02,9.424518942832946777e-01
6.616230607032775879e-01,3.383769392967224121e-01
2.272329330444335938e-01,7.727671265602111816e-01
1.942053586244583130e-01,8.057947158813476562e-01
1.629037559032440186e-01,8.370962738990783691e-01
4.118201136589050293e-01,5.881798863410949707e-01
2.745372653007507324e-01,7.254627346992492676e-01
3.231897056102752686e-01,6.768102645874023438e-01
