10,79,1,-1,0,0,1
5,220,1,339,4,2,1
4,185,1,330,1,2,1
6,199,4,-1,0,0,1
5,226,1,-1,0,0,1
2,141,2,176,3,2,1
5,341,1,330,2,3,1
5,151,2,-1,0,0,1
5,57,2,-1,0,0,1
4,313,1,147,2,2,1
5,273,1,-1,0,0,1
4,113,2,-1,0,0,1
8,328,2,-1,0,0,1
4,261,1,-1,0,0,0
1,89,1,241,1,2,1
8,189,2,-1,0,0,1
8,239,5,-1,0,0,1
4,114,1,152,2,2,1
5,250,1,-1,0,0,1
7,148,1,152,1,3,1
11,96,2,-1,0,0,1
11,140,3,-1,0,0,1
6,109,2,-1,0,0,1
7,125,2,-1,0,0,1
1,169,3,-1,0,0,1
11,182,2,-1,0,0,1
5,247,1,-1,0,0,1
8,119,1,105,2,2,1
7,149,2,-1,0,0,1
8,74,2,-1,0,0,1
7,897,2,-1,0,0,0
8,81,3,-1,0,0,1
11,40,1,-1,0,0,1
8,958,6,-1,0,0,0
8,354,3,-1,0,0,0
5,150,1,-1,0,0,1
10,97,1,-1,0,0,0
11,132,1,-1,0,0,0
5,765,1,342,2,2,0
5,16,18,-1,0,0,1
11,609,2,101,3,2,1
8,106,2,-1,0,0,1
5,365,1,-1,0,0,1
5,205,3,-1,0,0,1
11,11,4,-1,0,0,1
5,105,2,-1,0,0,1
2,59,3,5,2,3,1
5,425,1,-1,0,0,1
2,204,1,-1,0,0,1
1,181,1,92,1,1,0
6,1018,3,-1,0,0,0
8,1740,2,-1,0,0,1
8,98,2,-1,0,0,1
6,441,1,56,1,3,0
7,272,3,-1,0,0,1
7,159,2,-1,0,0,1
2,140,1,-1,0,0,1
11,295,1,-1,0,0,1
5,314,1,-1,0,0,1
5,579,1,-1,0,0,1
7,554,3,-1,0,0,1
10,323,1,-1,0,0,1
8,227,2,-1,0,0,1
7,134,2,-1,0,0,1
10,223,1,-1,0,0,1
5,134,1,170,5,2,1
1,155,1,-1,0,0,1
7,130,4,-1,0,0,1
7,630,3,-1,0,0,1
11,164,2,-1,0,0,1
7,268,2,182,3,1,0
5,380,1,-1,0,0,1
5,154,2,-1,0,0,1
6,154,5,-1,0,0,1
5,221,1,-1,0,0,1
8,67,2,-1,0,0,1
5,367,2,297,1,3,1
8,87,6,-1,0,0,1
2,701,1,-1,0,0,1
11,204,2,196,1,2,1
7,652,1,-1,0,0,0
8,63,2,-1,0,0,1
5,150,1,-1,0,0,1
7,398,2,460,2,2,0
6,224,1,-1,0,0,0
5,406,2,-1,0,0,1
7,60,4,-1,0,0,1
5,521,2,-1,0,0,1
4,279,1,-1,0,0,1
5,203,2,-1,0,0,1
11,201,2,-1,0,0,1
6,372,3,-1,0,0,1
5,391,1,-1,0,0,0
8,165,2,-1,0,0,1
8,231,5,-1,0,0,1
7,291,2,-1,0,0,1
5,149,2,-1,0,0,1
10,233,1,137,20,2,1
2,473,1,182,1,1,1
2,736,1,-1,0,0,0
5,337,1,-1,0,0,1
5,553,1,367,7,2,1
11,345,2,-1,0,0,1
5,65,2,-1,0,0,1
8,9,1,-1,0,0,1
4,259,2,145,3,2,1
6,371,3,-1,0,0,1
2,280,2,-1,0,0,1
4,243,1,-1,0,0,0
7,435,3,-1,0,0,1
6,258,6,169,3,1,0
7,7,5,-1,0,0,1
7,317,5,-1,0,0,1
1,76,2,207,1,2,1
8,170,4,-1,0,0,0
11,386,2,-1,0,0,0
5,83,2,-1,0,0,1
8,65,1,-1,0,0,1
8,69,1,-1,0,0,1
6,564,2,-1,0,0,1
7,588,1,-1,0,0,1
8,113,4,-1,0,0,1
5,16,1,-1,0,0,1
7,779,2,-1,0,0,1
5,281,2,266,6,2,1
8,1877,3,-1,0,0,0
9,51,1,-1,0,0,1
7,32,3,-1,0,0,1
2,176,1,288,3,2,1
4,161,1,-1,0,0,0
11,187,3,-1,0,0,1
5,24,1,-1,0,0,1
5,67,3,-1,0,0,1
5,85,1,168,2,2,1
5,317,2,-1,0,0,1
8,236,10,-1,0,0,1
5,54,1,345,2,2,1
2,71,1,-1,0,0,1
2,489,1,-1,0,0,0
6,39,2,-1,0,0,1
8,204,2,-1,0,0,1
7,455,2,-1,0,0,1
5,86,1,-1,0,0,1
11,190,2,-1,0,0,1
5,280,2,-1,0,0,1
8,588,2,-1,0,0,1
6,45,9,-1,0,0,1
7,168,5,-1,0,0,1
1,194,4,436,1,3,1
5,103,3,-1,0,0,1
5,333,2,-1,0,0,1
7,102,3,-1,0,0,1
7,92,1,-1,0,0,1
2,213,2,-1,0,0,1
5,289,1,-1,0,0,1
8,77,2,-1,0,0,1
6,324,3,90,2,1,0
1,84,3,183,3,2,1
1,168,1,-1,0,0,1
4,380,1,-1,0,0,1
10,10,1,-1,0,0,1
5,199,2,-1,0,0,1
5,35,3,-1,0,0,1
5,82,2,-1,0,0,1
10,676,2,146,2,2,0
6,455,1,-1,0,0,1
3,80,4,-1,0,0,1
1,549,2,-1,0,0,1
5,135,1,-1,0,0,1
7,412,1,-1,0,0,1
6,101,3,-1,0,0,1
1,253,2,-1,0,0,1
4,272,1,335,4,3,1
7,84,1,-1,0,0,1
11,135,2,-1,0,0,1
7,166,1,-1,0,0,1
7,18,7,-1,0,0,1
5,147,2,347,1,2,1
6,63,1,-1,0,0,1
11,65,2,119,1,2,1
2,194,2,-1,0,0,1
7,333,2,-1,0,0,1
5,14,5,-1,0,0,1
6,140,1,-1,0,0,1
6,109,3,-1,0,0,1
7,61,2,-1,0,0,1
11,377,3,7,4,1,1
2,96,1,271,2,3,1
5,152,2,347,1,2,1
6,382,2,-1,0,0,0
7,97,6,-1,0,0,1
7,543,12,-1,0,0,1
11,240,2,-1,0,0,1
6,48,2,-1,0,0,1
6,471,2,-1,0,0,1
7,354,3,-1,0,0,1
5,435,2,-1,0,0,1
11,152,2,-1,0,0,1
4,285,1,-1,0,0,1
4,185,1,181,2,1,0
5,301,1,88,2,1,1
8,273,2,-1,0,0,1
8,768,2,141,3,2,0
11,1337,4,126,1,2,1
4,403,1,-1,0,0,0
11,139,2,-1,0,0,1
7,196,1,-1,0,0,1
7,115,1,61,1,2,1
2,60,1,271,1,2,1
8,17,14,-1,0,0,1
8,141,3,-1,0,0,1
6,95,3,-1,0,0,1
5,10,2,373,1,3,1
11,198,1,-1,0,0,1
8,220,4,-1,0,0,1
8,654,2,-1,0,0,0
8,71,2,-1,0,0,1
5,256,2,351,2,2,1
7,834,10,-1,0,0,1
8,151,3,-1,0,0,1
7,20,3,-1,0,0,1
5,178,5,-1,0,0,1
5,59,2,-1,0,0,1
8,111,7,-1,0,0,1
11,186,1,-1,0,0,1
5,227,1,-1,0,0,1
5,297,3,-1,0,0,1
4,210,1,242,1,3,1
5,9,1,-1,0,0,1
9,112,1,62,6,3,1
8,112,6,-1,0,0,1
6,222,3,-1,0,0,1
5,195,3,351,10,2,1
7,768,2,91,5,1,1
1,123,1,-1,0,0,1
8,145,3,-1,0,0,1
4,124,1,308,2,3,1
5,216,3,-1,0,0,1
6,69,3,-1,0,0,1
7,168,4,-1,0,0,1
7,483,7,-1,0,0,1
11,690,3,-1,0,0,1
8,125,12,-1,0,0,1
6,344,2,-1,0,0,1
5,673,2,-1,0,0,1
1,60,1,250,1,3,1
5,247,2,-1,0,0,1
5,123,2,-1,0,0,1
7,144,2,-1,0,0,1
5,9,2,172,5,2,1
2,155,3,-1,0,0,1
8,134,5,-1,0,0,1
7,221,2,-1,0,0,1
2,84,3,265,2,2,1
8,71,2,-1,0,0,1
5,246,4,-1,0,0,1
7,361,2,-1,0,0,1
8,119,4,-1,0,0,1
7,375,2,-1,0,0,1
7,1097,3,-1,0,0,0
7,97,1,-1,0,0,1
8,181,2,-1,0,0,1
2,83,3,-1,0,0,1
7,180,4,-1,0,0,1
8,543,1,78,2,2,1
5,373,1,-1,0,0,1
5,230,1,-1,0,0,1
7,83,3,-1,0,0,1
7,58,13,-1,0,0,1
7,88,6,-1,0,0,1
6,297,1,28,3,2,1
5,487,1,-1,0,0,0
6,29,3,-1,0,0,1
11,484,4,-1,0,0,1
7,262,4,-1,0,0,1
5,644,1,-1,0,0,1
8,699,2,79,1,2,1
8,247,2,-1,0,0,1
11,49,3,-1,0,0,1
5,341,1,-1,0,0,1
5,64,2,-1,0,0,1
4,121,1,-1,0,0,1
6,98,1,-1,0,0,1
5,88,6,-1,0,0,1
6,197,6,-1,0,0,1
5,331,1,-1,0,0,1
6,83,3,-1,0,0,1
5,138,2,-1,0,0,1
7,312,5,-1,0,0,1
8,120,3,1,6,1,0
8,526,2,-1,0,0,0
5,211,2,-1,0,0,1
8,62,6,-1,0,0,1
7,135,5,-1,0,0,1
8,101,2,-1,0,0,1
7,988,2,-1,0,0,0
1,451,1,-1,0,0,1
5,1030,1,-1,0,0,0
7,1484,24,-1,0,0,0
4,317,5,-1,0,0,0
5,445,1,-1,0,0,1
6,383,2,188,5,2,1
7,605,1,-1,0,0,1
