1787,1,1,1,19
4789,0,0,1,11
1350,0,1,1,16
1476,0,0,0,3
0,0,1,0,5
747,1,1,1,23
307,0,1,1,14
147,0,1,1,6
221,0,1,0,14
-88,0,0,1,17
9374,0,1,0,20
264,0,1,1,17
1109,1,1,1,13
502,1,1,1,30
360,0,0,1,29
194,1,0,1,29
4073,1,1,1,27
2317,0,1,1,20
-221,0,1,0,23
132,1,1,1,7
0,0,1,1,18
16,1,1,1,19
106,1,1,0,12
93,1,1,1,7
543,1,1,1,30
5883,1,1,1,20
627,0,1,0,5
696,1,1,2,17
784,1,0,1,30
105,1,0,1,21
4189,1,1,2,14
171,1,1,1,27
42,1,1,1,21
2536,0,1,1,26
1235,1,1,1,13
1811,0,1,0,14
229,1,1,2,22
2089,0,1,1,14
3935,0,1,1,6
363,0,1,0,30
11971,0,1,0,17
553,1,1,1,11
1117,0,1,1,13
396,0,1,1,13
2204,0,1,1,21
872,0,1,0,7
145,1,1,2,2
0,0,1,0,21
-849,0,0,1,4
4629,0,1,1,27
844,1,1,0,5
228,0,1,1,20
50,1,1,1,29
1539,0,1,1,15
2231,0,1,1,14
3064,0,1,2,15
82,1,0,2,4
2155,1,1,1,17
101,0,0,0,26
784,0,0,0,15
-516,1,0,2,8
415,0,1,1,7
5887,1,1,1,13
1355,1,1,1,4
16873,1,1,1,7
203,0,1,1,8
338,0,1,1,28
444,0,1,1,21
0,1,0,1,7
360,1,1,1,19
0,1,1,1,16
2,0,1,0,5
6248,0,1,0,9
412,0,1,0,3
344,0,1,0,15
3222,1,1,1,14
174,0,1,1,14
591,1,0,1,14
388,1,1,1,5
219,0,1,1,17
451,0,1,1,16
5,1,1,1,26
177,0,0,1,6
657,1,1,2,7
1315,1,1,1,30
1466,0,1,0,7
879,1,0,1,7
293,0,1,0,30
424,0,1,1,17
1831,0,1,0,20
111,1,1,1,18
455,0,1,0,20
-195,0,1,1,18
3616,1,1,1,14
14093,1,1,1,11
1567,1,1,1,1
5426,0,1,0,14
261,1,1,1,19
2843,1,1,1,12
406,1,1,1,4
0,0,1,0,6
493,0,1,1,11
5996,1,1,2,21
3777,0,1,2,13
524,1,1,0,13
574,0,1,1,14
427,0,0,0,9
483,0,1,1,3
3391,1,1,1,21
0,0,1,1,23
2488,1,1,1,30
1517,0,1,2,29
217,0,0,1,15
22,1,1,1,30
331,1,1,2,26
505,1,0,1,17
1808,0,1,1,18
4111,1,0,1,19
52,1,1,1,13
25,1,1,0,17
1890,0,1,1,21
419,1,1,1,18
2693,0,1,0,21
-231,1,0,1,15
-55,0,1,1,11
462,1,1,1,21
119,1,1,0,15
586,1,0,1,28
228,1,1,2,5
4659,1,1,1,14
168,0,1,1,18
0,0,1,0,26
-715,0,1,0,30
0,0,1,1,8
769,0,1,0,9
0,1,1,1,28
428,0,0,1,7
0,1,1,1,5
-970,0,1,1,4
6313,1,1,0,19
948,1,1,1,12
0,0,1,1,22
1877,0,1,0,30
874,0,1,1,18
323,0,0,0,8
106,1,0,1,11
1906,1,0,0,19
1152,0,1,1,21
179,0,1,1,29
391,0,1,0,8
89,0,1,0,6
442,0,0,1,29
-249,0,0,0,1
8104,1,1,1,6
501,1,1,0,26
308,1,1,1,22
602,1,1,1,1
273,0,1,1,29
50,1,1,1,29
1641,0,1,1,17
20,1,1,0,4
4590,0,1,0,28
-256,1,0,0,9
978,0,0,0,26
80,1,1,1,20
2104,0,1,0,3
499,1,1,2,16
1269,0,1,1,29
310,1,1,0,6
1143,0,0,1,10
2980,1,1,0,20
37,1,1,1,28
462,0,0,1,6
1031,0,1,1,17
9009,1,1,1,20
-465,0,0,1,23
5181,0,0,1,31
176,0,1,1,5
1699,1,1,0,9
0,0,1,1,17
172,0,0,1,2
0,1,0,1,11
6979,0,1,1,15
6,1,1,0,11
-62,0,1,0,16
1972,0,1,1,23
899,0,1,2,19
21,0,1,1,2
23,0,1,1,8
-1206,0,1,1,15
0,0,0,2,23
215,0,1,1,29
1372,1,1,1,20
1981,1,1,0,17
9216,1,1,1,5
39,0,1,1,30
5563,0,1,0,30
1,1,0,1,21
782,1,1,1,3
3771,1,1,2,15
992,0,1,1,4
1526,1,1,1,6
2658,0,1,1,19
1315,0,1,1,19
455,1,1,2,21
0,0,1,1,18
2030,0,0,1,9
1599,0,1,1,8
-196,0,1,1,2
1333,1,1,1,28
9149,0,1,1,13
-350,0,1,0,23
432,0,1,1,15
11494,1,1,1,19
-253,1,1,1,12
372,0,1,1,3
1410,1,1,1,11
975,0,1,1,13
305,0,0,2,10
400,1,1,1,21
-22,0,1,1,31
4030,0,1,0,26
365,1,1,0,26
204,1,1,1,13
1691,0,1,1,20
406,0,1,0,6
-204,1,1,1,15
359,0,1,1,20
123,0,1,1,18
0,0,0,1,23
142,1,1,1,25
3571,1,1,0,9
33,0,1,1,13
0,0,1,1,26
3096,1,1,1,26
20,1,1,1,27
3576,0,1,1,2
206,0,1,0,5
7082,1,1,0,6
1634,0,1,1,22
1,0,1,1,22
4012,1,1,1,19
3762,1,1,1,28
-247,0,0,0,4
606,0,1,0,14
0,0,1,1,28
-189,0,1,0,12
0,1,1,1,27
484,0,1,1,11
0,1,0,1,8
395,0,1,1,9
2349,1,1,1,14
410,1,0,1,11
3401,0,1,1,3
222,1,1,1,8
989,0,0,0,23
415,1,0,1,23
16,1,1,1,12
7190,0,1,1,29
482,1,0,1,10
209,0,0,1,25
0,1,1,1,26
5803,1,1,1,2
624,1,0,1,21
883,1,1,1,18
1516,0,0,0,23
872,0,1,0,7
-988,0,0,1,15
902,0,1,2,31
1007,1,1,1,29
0,0,1,1,2
174,0,0,1,18
12186,1,1,0,20
524,0,1,1,21
0,0,1,1,21
4,0,1,0,15
11219,1,1,1,12
0,1,1,1,28
5776,1,1,1,18
37,0,1,1,13
593,1,1,0,13
1148,0,1,1,20
3561,0,1,0,2
63,1,1,0,16
260,1,1,0,20
2269,0,1,0,9
1060,0,1,0,6
-220,0,1,0,26
49,0,1,1,17
69,1,0,1,4
4108,0,1,1,7
480,0,1,0,28
4994,1,1,1,18
0,0,0,1,15
3681,1,1,1,14
-701,0,1,1,30
451,1,1,1,28
-311,0,1,0,23
593,0,0,1,24
759,0,1,1,9
4531,1,1,1,18
1840,1,1,1,1
345,0,1,2,22
1287,0,1,1,14
353,1,0,1,25
205,1,0,1,23
687,0,1,1,17
1147,0,0,0,8
4286,0,1,0,9
605,1,1,1,18
8545,0,0,1,6
559,1,1,1,28
2,0,1,1,30
2,1,0,1,20
760,0,1,1,27
1317,0,1,0,21
182,1,1,1,4
276,1,0,0,17
2971,1,1,1,4
1064,1,1,0,31
1783,1,1,0,20
-67,1,1,1,2
179,1,0,1,29
1199,1,1,1,4
214,0,0,0,9
6699,1,1,1,9
1760,1,0,1,19
145,0,1,1,18
978,1,1,1,29
1150,0,1,0,28
121,1,1,1,22
828,0,1,1,16
244,0,1,1,31
228,0,1,1,21
424,1,1,1,16
447,1,0,0,7
-195,1,1,0,20
1410,0,1,1,5
1084,1,1,1,14
10924,1,1,1,6
832,0,0,1,21
478,1,1,1,5
0,1,0,1,23
3950,0,1,0,30
504,0,1,1,16
219,0,0,1,11
1602,1,1,1,29
2587,1,1,1,4
0,0,0,0,16
2303,0,1,1,6
1660,0,1,1,20
32,0,1,1,21
278,1,0,1,28
4,1,1,1,17
318,0,1,1,18
209,0,1,0,6
271,0,1,0,16
3196,1,1,1,9
4099,1,1,1,2
2572,0,1,1,5
339,1,1,1,21
0,0,0,1,7
395,0,1,0,15
2039,0,1,1,18
5450,1,1,1,8
780,1,1,1,16
0,0,1,1,7
8436,0,1,1,17
11262,1,1,1,26
946,0,1,1,19
497,1,1,0,11
55,1,1,1,4
-140,1,1,0,25
-379,0,1,1,5
-396,0,1,1,11
0,0,1,1,18
733,0,1,0,6
393,0,1,1,14
7290,0,1,0,30
468,0,1,1,13
0,0,1,1,30
3705,0,1,0,16
9676,1,1,2,27
1328,0,1,2,13
8,0,1,1,15
61,1,1,1,17
6613,1,1,0,17
302,0,1,0,26
1005,1,1,1,12
109,0,1,0,6
1240,0,1,1,4
0,0,0,0,3
2923,1,1,1,12
0,1,1,1,27
43,0,1,1,14
288,0,1,0,15
613,0,1,1,4
6101,1,1,1,4
168,0,0,2,13
7685,0,1,1,14
4515,0,1,1,19
517,1,0,1,8
148,1,1,1,22
-285,1,0,1,19
887,1,1,0,16
3098,0,1,1,7
