0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000
0.109463,0.001000,0.073053,0.676874,0.016611,0.583468,1.000000,1.000000,0.514523,0.442224,0.453489,0.001000,0.975796,1.000000
0.001000,0.361510,0.001000,0.001000,0.001000,1.000000,0.572383,0.001000,0.001000,1.000000,1.000000,0.001000,1.000000,1.000000
1.000000,0.796054,0.826641,0.001000,0.001000,0.001000,0.112682,1.000000,0.489584,0.386514,0.077917,0.191089,1.000000,1.000000
0.001000,0.001000,0.206324,0.001000,0.001000,0.510105,0.001000,0.591741,1.000000,1.000000,0.208914,0.001000,1.000000,1.000000
0.001000,0.001000,0.001000,1.000000,0.001000,0.519690,0.454258,0.001000,0.541132,0.001000,0.523451,0.001000,1.000000,1.000000
0.291284,0.001000,0.001000,0.334524,0.966591,1.000000,0.001000,0.028864,0.101948,0.001000,0.853576,0.001000,0.575897,0.537583
0.001000,0.001000,0.897101,1.000000,0.001000,0.607524,0.001000,0.477077,0.484694,0.753425,0.001000,0.001000,0.836897,1.000000
0.001000,0.001000,0.001000,1.000000,0.001000,0.967297,0.001000,0.152054,1.000000,0.001000,0.168169,0.155164,1.000000,1.000000
0.309281,0.001000,0.855959,0.451269,0.001000,0.001000,1.000000,0.848553,0.001000,0.001000,0.001000,0.175322,1.000000,1.000000
0.548719,0.001000,0.759935,0.001000,0.001000,0.001000,1.000000,0.001000,1.000000,0.820273,0.001000,0.001000,0.564181,1.000000
0.037274,0.907831,0.238913,1.000000,0.750339,0.467129,0.001000,0.129577,0.001000,1.000000,1.000000,0.001000,1.000000,1.000000
0.001000,0.775076,0.048107,0.555833,0.001000,0.001000,1.000000,0.317032,0.012327,1.000000,0.819643,0.001000,1.000000,1.000000
0.249114,0.001000,0.001000,0.383541,0.001000,0.558479,1.000000,0.001000,0.001000,0.001000,0.001000,0.766718,1.000000,1.000000
0.001000,0.001000,0.001000,1.000000,0.429478,0.641775,1.000000,0.001000,0.001000,0.001000,0.105800,0.001000,0.001000,1.000000
0.028906,0.040949,0.979716,0.001000,1.000000,0.389056,1.000000,0.541377,0.304727,0.900827,0.681294,0.001000,1.000000,1.000000
0.001000,0.001000,0.001000,0.343684,0.620190,0.798356,1.000000,0.477250,0.403481,0.606060,0.702703,0.001000,1.000000,1.000000
0.793868,1.000000,0.001000,0.001000,0.001000,0.630876,0.837499,0.001000,0.001000,0.001000,0.001000,0.099501,1.000000,1.000000
0.452386,0.001000,0.001000,0.214480,0.001000,0.785344,0.001000,1.000000,0.180394,0.001000,0.961792,0.001000,0.768284,1.000000
0.475668,1.000000,0.001000,0.001000,1.000000,0.580540,0.001000,0.001000,0.867325,0.001000,0.001000,0.001000,1.000000,1.000000
1.000000,0.063842,0.786021,0.001000,0.001000,0.001000,1.000000,0.001000,0.001000,0.001000,0.196763,0.829780,0.001000,1.000000
0.001000,0.001000,0.308080,1.000000,0.547567,1.000000,0.001000,0.001000,1.000000,0.001000,0.548568,0.001000,1.000000,1.000000
0.424246,0.001000,0.001000,0.001000,0.001000,0.001000,0.746163,0.013019,0.252683,0.001000,0.001000,0.001000,1.000000,0.457274
0.001000,1.000000,0.001000,0.850390,0.001000,0.001000,1.000000,0.001000,0.001000,0.001000,1.000000,0.788850,1.000000,1.000000
0.220040,0.001000,1.000000,0.061767,0.441473,0.001000,0.844153,0.001000,0.597494,0.001000,0.646852,0.056264,1.000000,1.000000
0.001000,0.001000,1.000000,0.413861,0.153477,1.000000,0.001000,0.001000,0.005397,0.001000,0.001000,1.000000,1.000000,1.000000
