3.338614702224731445e-01,3.733102083206176758e-01,3.024229705333709717e-01,3.939860463142395020e-01,3.817881047725677490e-01,3.595687448978424072e-01,6.370394229888916016e-01,4.554565846920013428e-01,3.355188071727752686e-01,5.011903047561645508e-01,5.558583736419677734e-01,4.628291130065917969e-01,4.464761018753051758e-01,5.822857022285461426e-01,7.093265056610107422e-01,3.144763708114624023e-01,3.470123410224914551e-01,5.619524717330932617e-01,5.424562692642211914e-01,4.956512153148651123e-01,6.590180993080139160e-01,6.631144881248474121e-01,5.555933713912963867e-01,3.979746699333190918e-01,5.844834446907043457e-01,4.654802083969116211e-01,5.337486863136291504e-01,3.976042270660400391e-01,4.419227242469787598e-01,5.014281272888183594e-01,7.748615741729736328e-01,2.251384109258651733e-01
6.041369438171386719e-01,5.844474434852600098e-01,8.034149408340454102e-01,1.608808040618896484e-01,1.969331502914428711e-02,5.928397178649902344e-03,2.652667760848999023e-01,8.660103082656860352e-01,6.492095589637756348e-01,3.715603947639465332e-01,7.886803150177001953e-02,8.379698991775512695e-01,1.420837044715881348e-01,2.511969804763793945e-01,8.767361640930175781e-01,2.908759117126464844e-01,8.093497753143310547e-01,8.288733959197998047e-01,5.545762181282043457e-01,5.265841484069824219e-01,3.993167877197265625e-01,4.056913852691650391e-01,8.944337964057922363e-01,7.260301113128662109e-01,6.888444423675537109e-01,8.392078876495361328e-01,8.717887997627258301e-01,5.245498418807983398e-01,9.063505530357360840e-01,7.739960551261901855e-01,5.824742913246154785e-01,4.175256788730621338e-01
3.320802450180053711e-01,1.364995241165161133e-01,2.494114637374877930e-01,7.104712128639221191e-01,2.749750018119812012e-01,9.661118984222412109e-01,8.566165566444396973e-01,2.562202215194702148e-01,2.786120176315307617e-01,5.072112083435058594e-01,5.275702476501464844e-02,2.243111133575439453e-01,4.346212148666381836e-01,8.603938817977905273e-01,9.834668040275573730e-01,2.490354180335998535e-01,9.631096720695495605e-01,8.820637464523315430e-01,1.940840482711791992e-01,6.787571310997009277e-01,9.278524518013000488e-01,4.372371435165405273e-01,7.473278045654296875e-01,6.716448068618774414e-01,5.826076269149780273e-01,3.182029724121093750e-01,9.207863211631774902e-01,1.942496299743652344e-01,9.339222311973571777e-01,8.932435512542724609e-02,5.155498981475830078e-01,4.844501614570617676e-01
5.350309610366821289e-02,7.585051059722900391e-01,3.191640973091125488e-01,4.862546920776367188e-04,2.630504369735717773e-01,4.444333314895629883e-01,8.982073068618774414e-01,6.082428693771362305e-01,8.172222971916198730e-01,1.062649488449096680e-01,3.053704500198364258e-01,6.129578948020935059e-01,9.863073825836181641e-01,7.922950387001037598e-01,9.833215475082397461e-01,1.461171507835388184e-01,5.126495957374572754e-01,6.696717739105224609e-01,4.102122783660888672e-02,8.509469628334045410e-01,9.141910672187805176e-01,6.154831051826477051e-01,3.388515710830688477e-01,9.145547151565551758e-01,5.911815762519836426e-01,7.898732423782348633e-01,1.866319775581359863e-01,3.614417314529418945e-01,2.302138805389404297e-01,1.529741883277893066e-01,6.413943171501159668e-01,3.586056530475616455e-01
4.954804778099060059e-01,6.218881607055664062e-01,2.744145989418029785e-01,8.797805905342102051e-01,4.364057183265686035e-01,3.849029541015625000e-03,5.389371514320373535e-01,6.812797188758850098e-01,8.690342307090759277e-01,2.604218125343322754e-01,1.442285776138305664e-01,3.333606123924255371e-01,2.233707904815673828e-01,9.392143487930297852e-01,4.942794442176818848e-01,2.113085985183715820e-02,2.587309479713439941e-01,9.640988707542419434e-01,1.765302419662475586e-01,7.906161546707153320e-01,8.886229991912841797e-02,5.313512682914733887e-01,6.449109911918640137e-01,5.503609776496887207e-01,7.091701626777648926e-01,2.708804607391357422e-02,7.493162751197814941e-01,1.538442969322204590e-01,9.273846745491027832e-01,8.264257907867431641e-01,9.749313592910766602e-01,2.506860345602035522e-02
4.004015326499938965e-01,1.797654032707214355e-01,8.113485574722290039e-02,6.918956637382507324e-01,9.724514484405517578e-01,7.195187807083129883e-01,4.499125480651855469e-02,8.878145217895507812e-01,3.314530849456787109e-02,6.443085670471191406e-01,9.004630446434020996e-01,9.889473915100097656e-01,4.075551033020019531e-01,2.188957333564758301e-01,9.500994086265563965e-01,3.367178440093994141e-01,4.428088665008544922e-01,2.842657566070556641e-01,9.594079256057739258e-01,2.621970176696777344e-01,9.026601910591125488e-01,3.341482877731323242e-01,6.534455418586730957e-01,2.753846049308776855e-01,1.581901311874389648e-02,4.101920127868652344e-01,4.835387468338012695e-01,1.659890413284301758e-01,6.577641963958740234e-01,9.573604464530944824e-01,4.089761525392532349e-02,9.591023921966552734e-01
3.604944944381713867e-01,8.878841400146484375e-01,6.787246465682983398e-02,1.141182780265808105e-01,3.929961323738098145e-01,7.961777448654174805e-01,2.946131229400634766e-01,6.889973878860473633e-01,5.194268822669982910e-01,7.034773230552673340e-01,5.816394090652465820e-02,7.447488903999328613e-01,8.217384815216064453e-01,3.371096253395080566e-01,8.032370805740356445e-01,4.467740058898925781e-01,6.308249831199645996e-01,3.653999567031860352e-01,3.538525104522705078e-02,4.814795255661010742e-01,1.660060286521911621e-01,9.616737365722656250e-01,8.790655136108398438e-01,6.476172804832458496e-01,8.894727826118469238e-01,8.234233856201171875e-01,7.504296302795410156e-01,3.295316696166992188e-01,3.526487350463867188e-01,3.142008781433105469e-01,9.833291769027709961e-01,1.667087152600288391e-02
2.655950784683227539e-01,9.595649838447570801e-01,8.496145009994506836e-01,5.287359356880187988e-01,2.663284540176391602e-02,6.640751957893371582e-01,3.975152969360351562e-03,5.203379392623901367e-01,4.745514988899230957e-01,1.075188517570495605e-01,1.516188979148864746e-01,3.847052454948425293e-01,3.849112391471862793e-01,9.185543060302734375e-01,1.399717926979064941e-01,9.606088399887084961e-01,5.629712939262390137e-01,8.801617026329040527e-01,8.028467297554016113e-01,5.806062221527099609e-01,2.826815247535705566e-01,4.871624708175659180e-02,5.709187388420104980e-01,9.737076163291931152e-01,6.869876384735107422e-01,5.375601053237915039e-01,1.017092466354370117e-01,7.213380336761474609e-01,2.634818553924560547e-01,2.670490741729736328e-01,9.763182997703552246e-01,2.368166483938694000e-02
5.377417802810668945e-02,6.764537096023559570e-01,2.124033570289611816e-01,5.716264247894287109e-02,8.104150295257568359e-01,5.533566474914550781e-01,3.644746541976928711e-02,5.173512697219848633e-01,1.710617542266845703e-01,1.487556695938110352e-01,3.502079248428344727e-01,7.718747258186340332e-01,6.522783637046813965e-01,4.901614189147949219e-01,3.074254989624023438e-01,1.453650593757629395e-01,7.168975472450256348e-01,8.957182168960571289e-01,4.972712993621826172e-01,7.504330873489379883e-01,7.161060571670532227e-01,7.538730502128601074e-01,5.307723283767700195e-01,4.402324557304382324e-01,6.498541831970214844e-01,5.689562559127807617e-01,4.759525060653686523e-01,3.930538892745971680e-02,2.390972375869750977e-01,5.724539160728454590e-01,8.881451487541198730e-01,1.118548884987831116e-01
8.109556436538696289e-01,2.865874171257019043e-01,1.425057649612426758e-02,1.848721504211425781e-01,4.602151513099670410e-01,2.235431075096130371e-01,7.580804228782653809e-01,8.390552401542663574e-01,5.028210282325744629e-01,4.108533263206481934e-01,6.081016063690185547e-01,8.051860332489013672e-02,9.524131417274475098e-01,1.856282949447631836e-01,3.257294297218322754e-01,4.454179406166076660e-01,3.995588421821594238e-01,9.291363358497619629e-01,5.504232048988342285e-01,6.659666895866394043e-01,7.911885380744934082e-01,1.664934754371643066e-01,9.680433869361877441e-01,8.225973248481750488e-01,5.167044997215270996e-01,4.089057445526123047e-02,9.120927453041076660e-01,8.519308567047119141e-01,4.550451636314392090e-01,8.283593058586120605e-01,6.353037059307098389e-02,9.364696145057678223e-01
2.530286908149719238e-01,5.011468529701232910e-01,8.500669598579406738e-01,7.495693564414978027e-01,4.488409757614135742e-01,2.610540390014648438e-02,2.992296218872070312e-01,3.429627418518066406e-02,5.954596996307373047e-01,8.731307387351989746e-01,2.088596820831298828e-01,6.892405748367309570e-01,6.618303060531616211e-01,2.296066284179687500e-02,4.454928636550903320e-02,8.697501420974731445e-01,9.912299513816833496e-01,1.296435594558715820e-01,6.824105978012084961e-02,4.273604154586791992e-01,2.211927771568298340e-01,1.009826660156250000e-01,5.550973415374755859e-01,8.457666039466857910e-01,8.645174503326416016e-01,1.788979768753051758e-01,5.653613805770874023e-01,5.597070455551147461e-01,1.424912214279174805e-01,5.603849887847900391e-02,2.972937375307083130e-02,9.702706933021545410e-01
