7.000000000000000000e+00,2.700000000000000178e-01,3.599999999999999867e-01,2.069999999999999929e+01,4.499999999999999833e-02,4.500000000000000000e+01,1.700000000000000000e+02,1.000999999999999890e+00,3.000000000000000000e+00,4.500000000000000111e-01,8.800000000000000711e+00,3.000000000000000000e+00
6.299999999999999822e+00,2.999999999999999889e-01,3.400000000000000244e-01,1.600000000000000089e+00,4.900000000000000189e-02,1.400000000000000000e+01,1.320000000000000000e+02,9.940000000000001057e-01,3.299999999999999822e+00,4.899999999999999911e-01,9.500000000000000000e+00,3.000000000000000000e+00
8.099999999999999645e+00,2.800000000000000266e-01,4.000000000000000222e-01,6.900000000000000355e+00,5.000000000000000278e-02,3.000000000000000000e+01,9.700000000000000000e+01,9.950999999999999845e-01,3.259999999999999787e+00,4.400000000000000022e-01,1.009999999999999964e+01,3.000000000000000000e+00
7.200000000000000178e+00,2.300000000000000100e-01,3.200000000000000067e-01,8.500000000000000000e+00,5.799999999999999600e-02,4.700000000000000000e+01,1.860000000000000000e+02,9.956000000000000405e-01,3.189999999999999947e+00,4.000000000000000222e-01,9.900000000000000355e+00,3.000000000000000000e+00
7.200000000000000178e+00,2.300000000000000100e-01,3.200000000000000067e-01,8.500000000000000000e+00,5.799999999999999600e-02,4.700000000000000000e+01,1.860000000000000000e+02,9.956000000000000405e-01,3.189999999999999947e+00,4.000000000000000222e-01,9.900000000000000355e+00,3.000000000000000000e+00
8.099999999999999645e+00,2.800000000000000266e-01,4.000000000000000222e-01,6.900000000000000355e+00,5.000000000000000278e-02,3.000000000000000000e+01,9.700000000000000000e+01,9.950999999999999845e-01,3.259999999999999787e+00,4.400000000000000022e-01,1.009999999999999964e+01,3.000000000000000000e+00
6.200000000000000178e+00,3.200000000000000067e-01,1.600000000000000033e-01,7.000000000000000000e+00,4.499999999999999833e-02,3.000000000000000000e+01,1.360000000000000000e+02,9.949000000000000066e-01,3.180000000000000160e+00,4.699999999999999734e-01,9.599999999999999645e+00,3.000000000000000000e+00
7.000000000000000000e+00,2.700000000000000178e-01,3.599999999999999867e-01,2.069999999999999929e+01,4.499999999999999833e-02,4.500000000000000000e+01,1.700000000000000000e+02,1.000999999999999890e+00,3.000000000000000000e+00,4.500000000000000111e-01,8.800000000000000711e+00,3.000000000000000000e+00
6.299999999999999822e+00,2.999999999999999889e-01,3.400000000000000244e-01,1.600000000000000089e+00,4.900000000000000189e-02,1.400000000000000000e+01,1.320000000000000000e+02,9.940000000000001057e-01,3.299999999999999822e+00,4.899999999999999911e-01,9.500000000000000000e+00,3.000000000000000000e+00
8.099999999999999645e+00,2.200000000000000011e-01,4.299999999999999933e-01,1.500000000000000000e+00,4.400000000000000439e-02,2.800000000000000000e+01,1.290000000000000000e+02,9.938000000000000167e-01,3.220000000000000195e+00,4.500000000000000111e-01,1.100000000000000000e+01,3.000000000000000000e+00
8.099999999999999645e+00,2.700000000000000178e-01,4.099999999999999756e-01,1.449999999999999956e+00,3.300000000000000155e-02,1.100000000000000000e+01,6.300000000000000000e+01,9.908000000000000140e-01,2.990000000000000213e+00,5.600000000000000533e-01,1.200000000000000000e+01,2.000000000000000000e+00
8.599999999999999645e+00,2.300000000000000100e-01,4.000000000000000222e-01,4.200000000000000178e+00,3.500000000000000333e-02,1.700000000000000000e+01,1.090000000000000000e+02,9.947000000000000286e-01,3.140000000000000124e+00,5.300000000000000266e-01,9.699999999999999289e+00,2.000000000000000000e+00
7.900000000000000355e+00,1.799999999999999933e-01,3.699999999999999956e-01,1.199999999999999956e+00,4.000000000000000083e-02,1.600000000000000000e+01,7.500000000000000000e+01,9.919999999999999929e-01,3.180000000000000160e+00,6.300000000000000044e-01,1.080000000000000071e+01,2.000000000000000000e+00
6.599999999999999645e+00,1.600000000000000033e-01,4.000000000000000222e-01,1.500000000000000000e+00,4.400000000000000439e-02,4.800000000000000000e+01,1.430000000000000000e+02,9.911999999999999700e-01,3.540000000000000036e+00,5.200000000000000178e-01,1.240000000000000036e+01,4.000000000000000000e+00
8.300000000000000711e+00,4.199999999999999845e-01,6.199999999999999956e-01,1.925000000000000000e+01,4.000000000000000083e-02,4.100000000000000000e+01,1.720000000000000000e+02,1.000199999999999978e+00,2.979999999999999982e+00,6.700000000000000400e-01,9.699999999999999289e+00,2.000000000000000000e+00
6.599999999999999645e+00,1.700000000000000122e-01,3.800000000000000044e-01,1.500000000000000000e+00,3.200000000000000067e-02,2.800000000000000000e+01,1.120000000000000000e+02,9.913999999999999480e-01,3.250000000000000000e+00,5.500000000000000444e-01,1.140000000000000036e+01,4.000000000000000000e+00
6.299999999999999822e+00,4.799999999999999822e-01,4.000000000000000083e-02,1.100000000000000089e+00,4.599999999999999922e-02,3.000000000000000000e+01,9.900000000000000000e+01,9.928000000000000158e-01,3.240000000000000213e+00,3.599999999999999867e-01,9.599999999999999645e+00,3.000000000000000000e+00
6.200000000000000178e+00,6.600000000000000311e-01,4.799999999999999822e-01,1.199999999999999956e+00,2.899999999999999800e-02,2.900000000000000000e+01,7.500000000000000000e+01,9.891999999999999682e-01,3.330000000000000071e+00,3.900000000000000133e-01,1.280000000000000071e+01,5.000000000000000000e+00
7.400000000000000355e+00,3.400000000000000244e-01,4.199999999999999845e-01,1.100000000000000089e+00,3.300000000000000155e-02,1.700000000000000000e+01,1.710000000000000000e+02,9.917000000000000259e-01,3.120000000000000107e+00,5.300000000000000266e-01,1.130000000000000071e+01,3.000000000000000000e+00
6.500000000000000000e+00,3.099999999999999978e-01,1.400000000000000133e-01,7.500000000000000000e+00,4.400000000000000439e-02,3.400000000000000000e+01,1.330000000000000000e+02,9.955000000000000515e-01,3.220000000000000195e+00,5.000000000000000000e-01,9.500000000000000000e+00,2.000000000000000000e+00
6.200000000000000178e+00,6.600000000000000311e-01,4.799999999999999822e-01,1.199999999999999956e+00,2.899999999999999800e-02,2.900000000000000000e+01,7.500000000000000000e+01,9.891999999999999682e-01,3.330000000000000071e+00,3.900000000000000133e-01,1.280000000000000071e+01,5.000000000000000000e+00
6.400000000000000355e+00,3.099999999999999978e-01,3.800000000000000044e-01,2.899999999999999911e+00,3.799999999999999906e-02,1.900000000000000000e+01,1.020000000000000000e+02,9.911999999999999700e-01,3.169999999999999929e+00,3.499999999999999778e-01,1.100000000000000000e+01,4.000000000000000000e+00
6.799999999999999822e+00,2.600000000000000089e-01,4.199999999999999845e-01,1.699999999999999956e+00,4.900000000000000189e-02,4.100000000000000000e+01,1.220000000000000000e+02,9.929999999999999938e-01,3.470000000000000195e+00,4.799999999999999822e-01,1.050000000000000000e+01,5.000000000000000000e+00
7.599999999999999645e+00,6.700000000000000400e-01,1.400000000000000133e-01,1.500000000000000000e+00,7.400000000000001021e-02,2.500000000000000000e+01,1.680000000000000000e+02,9.937000000000000277e-01,3.049999999999999822e+00,5.100000000000000089e-01,9.300000000000000711e+00,2.000000000000000000e+00
6.599999999999999645e+00,2.700000000000000178e-01,4.099999999999999756e-01,1.300000000000000044e+00,5.200000000000000455e-02,1.600000000000000000e+01,1.420000000000000000e+02,9.950999999999999845e-01,3.419999999999999929e+00,4.699999999999999734e-01,1.000000000000000000e+01,3.000000000000000000e+00
7.000000000000000000e+00,2.500000000000000000e-01,3.200000000000000067e-01,9.000000000000000000e+00,4.599999999999999922e-02,5.600000000000000000e+01,2.450000000000000000e+02,9.955000000000000515e-01,3.250000000000000000e+00,5.000000000000000000e-01,1.040000000000000036e+01,3.000000000000000000e+00
6.900000000000000355e+00,2.399999999999999911e-01,3.499999999999999778e-01,1.000000000000000000e+00,5.200000000000000455e-02,3.500000000000000000e+01,1.460000000000000000e+02,9.929999999999999938e-01,3.450000000000000178e+00,4.400000000000000022e-01,1.000000000000000000e+01,3.000000000000000000e+00
7.000000000000000000e+00,2.800000000000000266e-01,3.900000000000000133e-01,8.699999999999999289e+00,5.099999999999999672e-02,3.200000000000000000e+01,1.410000000000000000e+02,9.960999999999999854e-01,3.379999999999999893e+00,5.300000000000000266e-01,1.050000000000000000e+01,3.000000000000000000e+00
7.400000000000000355e+00,2.700000000000000178e-01,4.799999999999999822e-01,1.100000000000000089e+00,4.700000000000000011e-02,1.700000000000000000e+01,1.320000000000000000e+02,9.913999999999999480e-01,3.189999999999999947e+00,4.899999999999999911e-01,1.159999999999999964e+01,3.000000000000000000e+00
7.200000000000000178e+00,3.200000000000000067e-01,3.599999999999999867e-01,2.000000000000000000e+00,3.300000000000000155e-02,3.700000000000000000e+01,1.140000000000000000e+02,9.906000000000000361e-01,3.100000000000000089e+00,7.099999999999999645e-01,1.230000000000000071e+01,4.000000000000000000e+00
8.500000000000000000e+00,2.399999999999999911e-01,3.900000000000000133e-01,1.040000000000000036e+01,4.400000000000000439e-02,2.000000000000000000e+01,1.420000000000000000e+02,9.973999999999999533e-01,3.200000000000000178e+00,5.300000000000000266e-01,1.000000000000000000e+01,3.000000000000000000e+00
8.300000000000000711e+00,1.400000000000000133e-01,3.400000000000000244e-01,1.100000000000000089e+00,4.200000000000000261e-02,7.000000000000000000e+00,4.700000000000000000e+01,9.933999999999999497e-01,3.470000000000000195e+00,4.000000000000000222e-01,1.019999999999999929e+01,3.000000000000000000e+00
7.400000000000000355e+00,2.500000000000000000e-01,3.599999999999999867e-01,2.049999999999999822e+00,5.000000000000000278e-02,3.100000000000000000e+01,1.000000000000000000e+02,9.919999999999999929e-01,3.189999999999999947e+00,4.400000000000000022e-01,1.080000000000000071e+01,3.000000000000000000e+00
6.200000000000000178e+00,1.199999999999999956e-01,3.400000000000000244e-01,1.500000000000000000e+00,4.499999999999999833e-02,4.300000000000000000e+01,1.170000000000000000e+02,9.939000000000000057e-01,3.419999999999999929e+00,5.100000000000000089e-01,9.000000000000000000e+00,3.000000000000000000e+00
5.799999999999999822e+00,2.700000000000000178e-01,2.000000000000000111e-01,1.494999999999999929e+01,4.400000000000000439e-02,2.200000000000000000e+01,1.790000000000000000e+02,9.961999999999999744e-01,3.370000000000000107e+00,3.699999999999999956e-01,1.019999999999999929e+01,2.000000000000000000e+00
7.299999999999999822e+00,2.800000000000000266e-01,4.299999999999999933e-01,1.699999999999999956e+00,8.000000000000000167e-02,2.100000000000000000e+01,1.230000000000000000e+02,9.905000000000000471e-01,3.189999999999999947e+00,4.199999999999999845e-01,1.280000000000000071e+01,2.000000000000000000e+00
