0.052711,1.000000,1.000000,0.500250,0.333356
0.162174,0.001000,1.000000,1.000000,0.349967
0.636179,1.000000,1.000000,1.000000,0.775580
0.506200,0.001000,0.001000,0.600361,0.001000
0.414221,0.526528,0.556154,0.254212,1.000000
0.001000,0.922012,0.564347,1.000000,1.000000
0.001000,0.372255,1.000000,1.000000,1.000000
0.879352,0.001000,0.586551,0.001000,0.001000
1.000000,1.000000,1.000000,0.578167,0.524445
0.001000,0.586924,0.501796,0.001000,0.539680
0.032670,0.094005,1.000000,0.001000,0.925097
1.000000,1.000000,1.000000,0.303645,0.052162
0.001000,0.803963,0.573620,0.001000,1.000000
0.001000,1.000000,0.454258,0.352628,0.874488
0.001000,1.000000,0.615357,1.000000,0.330905
0.343995,0.001000,0.001000,0.834774,1.000000
1.000000,0.001000,1.000000,0.602198,0.001000
0.906287,0.001000,0.001000,0.001000,0.001000
0.001000,1.000000,1.000000,0.011221,0.940880
0.001000,1.000000,1.000000,1.000000,0.001000
0.001000,0.001000,1.000000,0.209540,0.001000
0.001000,1.000000,0.156363,1.000000,0.001000
0.204765,1.000000,0.970033,0.668419,0.488520
0.001000,1.000000,1.000000,0.001000,1.000000
0.503980,0.001000,0.211590,0.850000,1.000000
0.001000,0.001000,0.166209,0.675572,0.001000
1.000000,1.000000,0.516472,1.000000,0.001000
0.001000,0.001000,1.000000,0.156271,1.000000
0.872984,0.001000,0.138001,0.001000,0.350973
0.089985,1.000000,1.000000,1.000000,1.000000
0.519840,0.001000,1.000000,0.001000,1.000000
1.000000,0.001000,1.000000,0.001000,0.001000
0.827787,1.000000,1.000000,0.001000,0.001000
0.430396,1.000000,1.000000,1.000000,1.000000
0.001000,1.000000,1.000000,0.749364,0.182307
0.001000,1.000000,0.608315,1.000000,0.994385
0.001000,0.914200,0.001000,0.001000,1.000000
0.001000,1.000000,0.813876,0.492298,0.001000
1.000000,1.000000,1.000000,0.622731,0.001000
0.001000,0.145316,1.000000,0.095751,0.001000
0.151288,1.000000,1.000000,1.000000,0.001000
1.000000,1.000000,1.000000,1.000000,0.638083
0.953538,1.000000,0.001000,0.049463,0.556158
0.001000,0.045834,0.416408,0.843934,0.953546
0.851067,1.000000,1.000000,0.903731,0.939416
0.755414,0.518055,0.981683,0.070083,1.000000
1.000000,0.236053,0.144443,0.001000,0.964232
0.001000,0.970945,0.001000,0.001000,0.001000
0.152212,1.000000,0.716133,0.952636,0.001000
0.001000,1.000000,0.955064,1.000000,0.001000
1.000000,1.000000,0.001000,1.000000,0.001000
0.001000,0.809601,1.000000,1.000000,0.001000
0.001000,1.000000,1.000000,0.001000,0.087153
0.920036,0.497216,0.785806,0.452842,1.000000
0.588510,1.000000,1.000000,1.000000,0.001000
0.001000,0.528311,1.000000,0.001000,0.001000
0.001000,1.000000,1.000000,0.001000,1.000000
0.001000,0.001000,1.000000,1.000000,0.880923
1.000000,0.001000,0.001000,1.000000,0.061779
0.601279,0.668306,1.000000,0.001000,0.757602
0.001000,0.237961,0.001000,0.001000,0.241586
0.001000,1.000000,1.000000,0.001000,0.001000
0.001000,1.000000,0.001000,0.001000,1.000000
0.001000,1.000000,0.001000,0.212957,0.664033
0.001000,0.692643,0.269627,1.000000,1.000000
