0.225280,0.288611,0.810190,0.470823,0.008177,0.014674
0.204893,0.273427,0.800200,0.001174,0.021801,0.036118
0.204893,0.273427,0.800200,0.001174,0.013627,0.030475
0.225280,0.288611,0.750250,0.001174,0.008177,0.011288
0.225280,0.288611,0.750250,0.001174,0.000003,0.001130
0.225280,0.258342,0.750250,0.106375,0.000003,0.001130
0.204893,0.273427,0.800200,0.001174,0.005452,0.000001
0.184506,0.258342,0.860140,0.001174,0.002728,0.002258
0.225280,0.288611,0.750250,0.001174,0.002728,0.007902
0.306830,0.349151,0.760240,0.001174,0.021801,0.006773
0.367992,0.394506,0.760240,0.299049,0.032700,0.027089
0.347604,0.333966,0.810190,0.334155,0.070847,0.033861
0.408767,0.424775,0.770230,0.334155,0.079022,0.062078
0.449541,0.455045,0.720280,0.351650,0.128068,0.053048
0.449541,0.455045,0.720280,0.334155,0.095370,0.080136
0.429154,0.439960,0.770230,0.351650,0.108994,0.079008
0.408767,0.424775,0.820180,0.351650,0.111719,0.058692
0.429154,0.439960,0.820180,0.334155,0.040875,0.058692
0.408767,0.424775,0.880120,0.299049,0.024526,0.029346
0.408767,0.424775,0.880120,0.299049,0.016351,0.034990
0.388379,0.409690,0.870130,0.299049,0.029975,0.028218
0.388379,0.409690,0.870130,0.228954,0.008177,0.034990
0.388379,0.409690,0.940060,0.264060,0.029975,0.019188
0.449541,0.455045,0.880120,0.351650,0.040875,0.027089
0.449541,0.455045,0.880120,0.351650,0.010902,0.014674
0.429154,0.439960,0.940060,0.299049,0.002728,0.018060
0.408767,0.424775,1.000000,0.334155,0.002728,0.009030
0.449541,0.455045,0.940060,0.228954,0.005452,0.004516
0.449541,0.455045,0.940060,0.228954,0.005452,0.001130
0.408767,0.424775,0.770230,0.351650,0.000003,0.002258
0.388379,0.409690,0.760240,0.228954,0.000003,0.001130
0.388379,0.409690,0.710290,0.264060,0.000003,0.009030
0.367992,0.394506,0.760240,0.264060,0.002728,0.021446
0.347604,0.349151,0.810190,0.264060,0.019076,0.051920
0.347604,0.333966,0.710290,0.299049,0.043599,0.060949
0.347604,0.333966,0.660340,0.351650,0.054498,0.082394
0.347604,0.349151,0.660340,0.158859,0.029975,0.072236
0.347604,0.349151,0.760240,0.228954,0.010902,0.062078
0.327217,0.333966,0.810190,0.193965,0.051774,0.062078
0.327217,0.333966,0.710290,0.193965,0.024526,0.075622
0.327217,0.333966,0.570430,0.228954,0.019076,0.065464
0.347604,0.333966,0.460539,0.386756,0.027251,0.048534
0.306830,0.288611,0.420579,0.526946,0.002728,0.032732
0.286442,0.273427,0.390609,0.421745,0.013627,0.019188
0.245668,0.228072,0.440559,0.386756,0.029975,0.022574
0.225280,0.212887,0.440559,0.351650,0.000003,0.010159
0.204893,0.228072,0.470529,0.193965,0.000003,0.009030
0.204893,0.197802,0.440559,0.421745,0.000003,0.005644
0.184506,0.167532,0.440559,0.491840,0.000003,0.002258
0.143731,0.137263,0.470529,0.456851,0.000003,0.001130
0.143731,0.137263,0.470529,0.334155,0.000003,0.003387
0.123344,0.106993,0.500499,0.456851,0.000003,0.033861
0.123344,0.137263,0.500499,0.228954,0.002728,0.071107
0.123344,0.122078,0.500499,0.334155,0.002728,0.172687
0.143731,0.137263,0.430569,0.456851,0.019076,0.091423
0.164118,0.167532,0.430569,0.299049,0.029975,0.037247
0.184506,0.182617,0.400599,0.386756,0.027251,0.046276
0.204893,0.212887,0.350649,0.351650,0.035425,0.054177
0.225280,0.212887,0.350649,0.334155,0.021801,0.059820
0.245668,0.243157,0.300699,0.334155,0.029975,0.074493
0.245668,0.243157,0.300699,0.299049,0.038150,0.065464
0.245668,0.243157,0.300699,0.299049,0.024526,0.075622
0.225280,0.228072,0.300699,0.264060,0.029975,0.164787
0.225280,0.258342,0.320679,0.123870,0.024526,0.167044
0.184506,0.258342,0.470529,0.001174,0.021801,0.115125
0.184506,0.228072,0.470529,0.123870,0.008177,0.055306
0.164118,0.197802,0.640360,0.158859,0.008177,0.055306
0.123344,0.152348,0.690310,0.158859,0.000003,0.022574
0.164118,0.212887,0.550450,0.123870,0.002728,0.012416
0.143731,0.182617,0.550450,0.123870,0.000003,0.005644
0.143731,0.182617,0.590410,0.123870,0.000003,0.002258
0.123344,0.152348,0.630370,0.158859,0.000003,0.001130
0.123344,0.182617,0.630370,0.106375,0.000003,0.002258
0.102956,0.152348,0.680320,0.123870,0.000003,0.004516
0.102956,0.152348,0.740260,0.123870,0.000003,0.040633
0.102956,0.152348,0.740260,0.158859,0.005452,0.103838
0.123344,0.152348,0.690310,0.193965,0.005452,0.199775
0.143731,0.152348,0.640360,0.264060,0.005452,0.110610
0.143731,0.137263,0.690310,0.386756,0.013627,0.041762
0.204893,0.212887,0.510490,0.351650,0.019076,0.056434
0.204893,0.228072,0.510490,0.193965,0.032700,0.074493
0.225280,0.228072,0.560440,0.228954,0.049049,0.089166
0.245668,0.258342,0.520480,0.264060,0.024526,0.060949
0.266055,0.273427,0.520480,0.299049,0.046324,0.054177
0.286442,0.288611,0.490510,0.299049,0.040875,0.076750
0.266055,0.273427,0.480519,0.264060,0.027251,0.227992
0.245668,0.258342,0.480519,0.228954,0.008177,0.202033
0.225280,0.258342,0.480519,0.123870,0.005452,0.124154
0.225280,0.258342,0.480519,0.123870,0.002728,0.059820
0.204893,0.273427,0.640360,0.001174,0.000003,0.054177
0.204893,0.258342,0.640360,0.106375,0.002728,0.038376
0.184506,0.228072,0.690310,0.106375,0.005452,0.010159
0.184506,0.258342,0.640360,0.001174,0.000003,0.006773
0.143731,0.197802,0.740260,0.106375,0.000003,0.006773
0.143731,0.197802,0.740260,0.106375,0.000003,0.002258
0.225280,0.228072,0.480519,0.264060,0.000003,0.002258
0.204893,0.228072,0.470529,0.193965,0.000003,0.003387
0.184506,0.197802,0.470529,0.264060,0.000003,0.037247
0.164118,0.182617,0.430569,0.228954,0.002728,0.098195
0.184506,0.182617,0.400599,0.351650,0.008177,0.216705
0.204893,0.197802,0.370629,0.386756,0.016351,0.123026
0.204893,0.197802,0.370629,0.386756,0.010902,0.059820
0.245668,0.228072,0.330669,0.386756,0.032700,0.038376
0.245668,0.228072,0.330669,0.386756,0.013627,0.083522
0.266055,0.258342,0.300699,0.351650,0.016351,0.073364
0.286442,0.288611,0.280719,0.228954,0.027251,0.058692
0.286442,0.288611,0.280719,0.228954,0.019076,0.062078
0.286442,0.318881,0.280719,0.106375,0.010902,0.095938
0.225280,0.228072,0.380619,0.228954,0.010902,0.209933
0.225280,0.243157,0.380619,0.158859,0.008177,0.187360
0.225280,0.258342,0.380619,0.123870,0.013627,0.143342
0.204893,0.228072,0.470529,0.193965,0.019076,0.092552
0.184506,0.197802,0.510490,0.228954,0.008177,0.045148
0.164118,0.197802,0.550450,0.158859,0.002728,0.046276
0.184506,0.258342,0.470529,0.001174,0.002728,0.020317
0.164118,0.243157,0.550450,0.001174,0.000003,0.012416
0.143731,0.228072,0.640360,0.001174,0.000003,0.004516
0.143731,0.228072,0.640360,0.001174,0.000003,0.002258
0.143731,0.197802,0.640360,0.106375,0.000003,0.001130
0.123344,0.182617,0.690310,0.106375,0.000003,0.004516
0.123344,0.167532,0.630370,0.123870,0.000003,0.040633
0.143731,0.228072,0.590410,0.001174,0.000003,0.107224
0.143731,0.228072,0.590410,0.001174,0.008177,0.243793
0.164118,0.243157,0.510490,0.001174,0.016351,0.130926
0.184506,0.258342,0.470529,0.001174,0.008177,0.047405
0.204893,0.258342,0.440559,0.106375,0.005452,0.064335
0.245668,0.288611,0.350649,0.001174,0.016351,0.088037
0.245668,0.273427,0.350649,0.123870,0.032700,0.062078
0.266055,0.273427,0.360639,0.193965,0.029975,0.066592
0.266055,0.273427,0.360639,0.001174,0.021801,0.060949
0.245668,0.258342,0.380619,0.193965,0.032700,0.083522
0.204893,0.228072,0.510490,0.193965,0.024526,0.183974
0.204893,0.228072,0.510490,0.158859,0.013627,0.178330
0.204893,0.258342,0.550450,0.106375,0.008177,0.123026
0.184506,0.212887,0.510490,0.193965,0.008177,0.074493
0.204893,0.212887,0.550450,0.264060,0.000003,0.054177
0.204893,0.212887,0.510490,0.334155,0.002728,0.057563
0.184506,0.197802,0.590410,0.228954,0.010902,0.021446
0.184506,0.197802,0.640360,0.228954,0.010902,0.014674
0.184506,0.197802,0.690310,0.264060,0.005452,0.005644
0.184506,0.197802,0.690310,0.264060,0.000003,0.001130
0.184506,0.212887,0.690310,0.158859,0.000003,0.001130
0.204893,0.273427,0.550450,0.001174,0.000003,0.005644
0.184506,0.258342,0.690310,0.001174,0.021801,0.029346
0.184506,0.212887,0.690310,0.158859,0.021801,0.085780
0.184506,0.197802,0.510490,0.299049,0.054498,0.214448
0.184506,0.182617,0.470529,0.351650,0.024526,0.141084
0.204893,0.197802,0.370629,0.386756,0.043599,0.053048
0.184506,0.197802,0.400599,0.264060,0.051774,0.054177
0.184506,0.197802,0.370629,0.299049,0.024526,0.056434
0.184506,0.182617,0.370629,0.334155,0.024526,0.072236
0.184506,0.197802,0.400599,0.299049,0.019076,0.048534
0.184506,0.212887,0.370629,0.193965,0.024526,0.071107
0.184506,0.212887,0.370629,0.193965,0.013627,0.092552
0.184506,0.258342,0.370629,0.001174,0.024526,0.200904
0.184506,0.228072,0.400599,0.106375,0.019076,0.130926
0.143731,0.197802,0.550450,0.106375,0.008177,0.103838
0.164118,0.212887,0.470529,0.123870,0.002728,0.056434
0.164118,0.197802,0.470529,0.158859,0.000003,0.044019
0.164118,0.197802,0.430569,0.193965,0.005452,0.038376
0.164118,0.197802,0.510490,0.193965,0.002728,0.015802
0.164118,0.197802,0.510490,0.193965,0.002728,0.027089
0.164118,0.212887,0.550450,0.106375,0.002728,0.016931
0.164118,0.243157,0.550450,0.001174,0.008177,0.014674
0.164118,0.197802,0.550450,0.193965,0.000003,0.007902
0.164118,0.197802,0.550450,0.193965,0.000003,0.001130
0.143731,0.167532,0.740260,0.193965,0.000003,0.005644
0.143731,0.167532,0.740260,0.193965,0.000003,0.002258
0.143731,0.182617,0.740260,0.123870,0.002728,0.009030
0.143731,0.182617,0.930070,0.123870,0.000003,0.016931
0.143731,0.182617,0.930070,0.123870,0.000003,0.022574
0.164118,0.197802,0.800200,0.193965,0.013627,0.063206
0.184506,0.182617,0.690310,0.456851,0.005452,0.067721
0.184506,0.182617,0.590410,0.421745,0.021801,0.101581
0.184506,0.182617,0.440559,0.386756,0.019076,0.107224
0.184506,0.167532,0.320679,0.579429,0.032700,0.093680
0.184506,0.167532,0.320679,0.526946,0.013627,0.077879
0.164118,0.137263,0.290709,0.526946,0.021801,0.076750
0.143731,0.122078,0.370629,0.649525,0.013627,0.072236
0.123344,0.122078,0.390609,0.351650,0.008177,0.058692
0.123344,0.122078,0.360639,0.299049,0.010902,0.029346
0.102956,0.122078,0.360639,0.299049,0.000003,0.031604
0.102956,0.106993,0.390609,0.421745,0.005452,0.039504
0.102956,0.106993,0.360639,0.456851,0.002728,0.037247
0.082569,0.061538,0.390609,0.526946,0.000003,0.024832
0.082569,0.076723,0.420579,0.456851,0.002728,0.027089
0.082569,0.061538,0.420579,0.544441,0.000003,0.013545
0.082569,0.061538,0.460539,0.544441,0.000003,0.012416
0.082569,0.076723,0.460539,0.491840,0.000003,0.004516
0.062181,0.091808,0.530469,0.228954,0.000003,0.001130
0.062181,0.091808,0.530469,0.228954,0.000003,0.001130
0.082569,0.091808,0.490510,0.334155,0.000003,0.001130
0.062181,0.091808,0.530469,0.228954,0.002728,0.005644
0.082569,0.091808,0.490510,0.334155,0.000003,0.011288
0.102956,0.076723,0.460539,0.614536,0.000003,0.021446
