0.371314,0.464033,0.539820,0.303189,0.394413,0.560314,0.661986,0.423228,0.342121
1.048188,-1.592709,0.612873,0.886657,0.559009,0.669777,1.946046,0.439839,0.856644
0.471425,-0.543556,-0.484384,0.664699,-0.079059,1.013803,0.218140,-0.680164,0.096083
2.470684,0.386045,0.104167,-0.001904,-0.233332,0.132697,0.889890,1.503833,1.398365
-1.145530,-0.675050,0.126371,2.063544,0.883997,1.386955,1.048500,-0.464090,0.420038
-0.471742,0.050957,0.041616,0.283148,-0.511582,0.358339,1.172091,0.629552,-0.730516
0.174709,1.547923,0.748734,0.103408,0.198376,2.003848,0.235606,0.142034,-0.355163
0.223692,0.983723,-0.005922,-1.442615,0.917864,0.291956,0.277343,0.964360,0.980600
0.705838,-0.799836,-1.084072,1.351940,-0.730972,0.851598,0.690850,1.389819,0.444069
-1.091103,-2.004597,-0.884283,-2.156406,1.291514,1.413890,1.793292,-0.107087,-0.146908
1.124739,0.941110,1.024514,-0.193355,-0.768690,-0.554638,2.078588,-0.220415,0.051411
1.338611,1.737414,-0.303817,0.455243,1.448866,-1.458916,0.632019,-2.519994,0.510290
-0.215625,1.408286,0.849101,0.754458,-1.066185,0.339230,-0.126424,1.279187,0.691871
0.546636,-0.846214,-0.293971,1.404316,0.943132,-0.564985,0.178458,-0.004585,1.102056
0.027335,-0.706564,2.138866,1.123462,-1.866976,-0.377097,-0.200013,1.467048,-1.093698
1.651263,1.371864,0.778733,0.770318,-0.967805,0.597588,0.791563,1.173567,-2.403901
-0.500652,-0.825245,0.797691,1.078265,0.442520,2.082066,1.217819,-0.164981,-1.114836
1.692696,0.781065,0.552147,0.113956,0.686382,0.937999,0.887223,1.242871,0.591235
0.929793,0.847574,0.148135,0.062325,0.308613,0.100586,-0.684379,1.084257,-0.219949
0.363362,1.049721,0.353696,2.678626,0.823891,-0.421293,1.303761,-1.374762,0.464602
-0.033185,-0.390651,0.645620,0.401766,0.423319,-0.701786,0.702935,-2.989358,1.321837
0.912691,0.853089,1.951283,1.204016,1.075707,2.048398,-1.557349,0.727955,-0.108666
0.714998,-0.490133,-0.043772,1.101545,1.692757,0.379899,1.139236,1.043418,0.745602
-0.058853,-0.017912,0.521503,1.350809,-0.369534,1.263017,-0.193571,1.217096,-0.555562
-2.314729,0.434978,-0.810385,0.402690,3.374728,0.397813,0.378119,-0.102707,0.794507
1.156658,0.678513,0.494884,2.205566,0.574807,0.044948,-0.682136,-1.251142,1.303913
1.376543,0.273634,1.015488,-0.345027,1.910786,-0.671402,1.242526,-0.914320,-1.713474
0.323906,-0.038751,0.325626,0.838988,1.490332,1.427639,0.725828,1.343714,1.128142
-0.400263,-0.007656,1.023625,0.187575,0.591176,0.198419,1.491766,0.046776,-1.775144
2.147961,-0.574017,0.847900,2.273120,-1.483687,-0.204504,-2.052008,0.970795,4.289755
-0.395220,0.132339,1.823139,-0.710978,-0.367626,1.108882,-0.538297,0.847474,-0.553355
-0.196160,0.477052,0.792503,-0.603693,1.583649,0.306477,-0.880740,0.012638,-0.616971
0.084021,1.314423,-2.183056,-1.080934,0.087056,-1.511581,-0.068387,0.753905,1.528529
-0.349455,0.859502,0.759860,0.364956,0.835886,1.293109,0.254999,1.561998,0.186274
0.427578,0.223237,1.186672,1.374431,-0.268898,1.157808,0.210067,0.961963,1.732332
0.069871,1.495964,-0.974538,-0.932010,-0.995203,0.713791,3.102802,0.428625,1.570460
