2.535823583602905273e-01,3.345318138599395752e-01,5.488815903663635254e-01,6.339183449745178223e-01,5.614308714866638184e-01,3.560347259044647217e-01,5.055851936340332031e-01,6.036867499351501465e-01,7.488903403282165527e-01,5.181798934936523438e-01,3.419883251190185547e-01,7.210608124732971191e-01,6.636845469474792480e-01,5.899899005889892578e-01,3.168137669563293457e-01,4.461070895195007324e-01,5.629473328590393066e-01,2.919719815254211426e-01,5.547333955764770508e-01,6.091561317443847656e-01,4.653804898262023926e-01,5.346195101737976074e-01
3.296463489532470703e-01,3.150084614753723145e-01,5.413289666175842285e-01,3.499713540077209473e-01,2.998012304306030273e-01,4.579900503158569336e-01,3.409165740013122559e-01,3.974705338478088379e-01,3.383957743644714355e-01,3.792737126350402832e-01,1.647884249687194824e-01,6.788372993469238281e-04,5.745798945426940918e-01,2.780424356460571289e-01,4.203639626502990723e-01,7.600809335708618164e-01,2.316241264343261719e-01,2.689501643180847168e-01,4.686875939369201660e-01,8.714111447334289551e-01,5.525181293487548828e-01,4.474818706512451172e-01
2.552568912506103516e-03,5.929368734359741211e-02,2.196041345596313477e-01,6.432275772094726562e-01,7.069035172462463379e-01,1.611742973327636719e-01,3.418257236480712891e-01,4.018496870994567871e-01,8.866605758666992188e-01,8.824891448020935059e-01,6.041369438171386719e-01,5.844474434852600098e-01,8.034149408340454102e-01,1.608808040618896484e-01,1.969331502914428711e-02,5.928397178649902344e-03,2.652667760848999023e-01,8.660103082656860352e-01,6.492095589637756348e-01,3.715603947639465332e-01,4.229857623577117920e-01,5.770142078399658203e-01
4.550907611846923828e-01,3.710126876831054688e-02,4.461582303047180176e-01,4.372110962867736816e-01,2.518896460533142090e-01,7.391238212585449219e-01,1.102616190910339355e-01,7.392700314521789551e-01,3.327966332435607910e-01,7.541322708129882812e-02,6.420894265174865723e-01,1.977290511131286621e-01,6.342180967330932617e-01,2.891061902046203613e-01,3.351744413375854492e-01,9.105733633041381836e-01,8.561535477638244629e-01,1.379150748252868652e-01,5.507425069808959961e-01,1.432542800903320312e-01,5.245863795280456543e-01,4.754136204719543457e-01
3.598462343215942383e-01,1.765682101249694824e-01,1.222093701362609863e-01,3.237749934196472168e-01,8.357654213905334473e-01,3.920398950576782227e-01,8.562158942222595215e-01,1.121037006378173828e-01,2.449512481689453125e-03,3.851720094680786133e-01,4.801321625709533691e-01,3.000477552413940430e-01,7.663048505783081055e-01,4.762908220291137695e-01,5.221820473670959473e-01,7.251682877540588379e-01,5.590391755104064941e-01,3.769701719284057617e-01,5.640723109245300293e-01,1.336085796356201172e-01,5.179607272148132324e-01,4.820392131805419922e-01
9.278524518013000488e-01,4.372371435165405273e-01,7.473278045654296875e-01,6.716448068618774414e-01,5.826076269149780273e-01,3.182029724121093750e-01,9.207863211631774902e-01,1.942496299743652344e-01,9.339222311973571777e-01,8.932435512542724609e-02,7.900369167327880859e-01,9.125338196754455566e-01,6.593316197395324707e-01,7.501376867294311523e-01,5.925410985946655273e-01,1.235988140106201172e-01,7.981806993484497070e-01,5.879162549972534180e-01,7.842081785202026367e-02,6.921039223670959473e-01,4.415181875228881836e-01,5.584818124771118164e-01
1.444885730743408203e-01,6.736920475959777832e-01,1.983636021614074707e-01,7.010914683341979980e-01,4.063027501106262207e-01,8.828111290931701660e-01,9.438468813896179199e-01,1.070684790611267090e-01,1.293843388557434082e-01,1.809517145156860352e-01,8.734635114669799805e-01,1.040295362472534180e-01,7.541525959968566895e-01,6.521323919296264648e-01,5.936810374259948730e-01,9.750154018402099609e-01,5.513060688972473145e-01,5.743856430053710938e-01,7.435461878776550293e-01,4.502206444740295410e-01,7.009125351905822754e-01,2.990874946117401123e-01
3.053704500198364258e-01,6.129578948020935059e-01,9.863073825836181641e-01,7.922950387001037598e-01,9.833215475082397461e-01,1.461171507835388184e-01,5.126495957374572754e-01,6.696717739105224609e-01,4.102122783660888672e-02,8.509469628334045410e-01,9.141910672187805176e-01,6.154831051826477051e-01,3.388515710830688477e-01,9.145547151565551758e-01,5.911815762519836426e-01,7.898732423782348633e-01,1.866319775581359863e-01,3.614417314529418945e-01,2.302138805389404297e-01,1.529741883277893066e-01,2.904809415340423584e-01,7.095190286636352539e-01
6.277720928192138672e-01,1.825023889541625977e-01,9.604240059852600098e-01,8.912682533264160156e-03,1.141755580902099609e-01,2.966404557228088379e-01,3.155553936958312988e-01,3.997529745101928711e-01,3.136438727378845215e-01,5.446127653121948242e-01,5.104993581771850586e-01,4.412543773651123047e-02,1.069756150245666504e-01,4.667867422103881836e-01,4.117604494094848633e-01,8.228612542152404785e-01,3.753575682640075684e-01,4.926968216896057129e-01,9.264616370201110840e-01,3.464161157608032227e-01,7.062570452690124512e-01,2.937429845333099365e-01
4.954804778099060059e-01,6.218881607055664062e-01,2.744145989418029785e-01,8.797805905342102051e-01,4.364057183265686035e-01,3.849029541015625000e-03,5.389371514320373535e-01,6.812797188758850098e-01,8.690342307090759277e-01,2.604218125343322754e-01,1.442285776138305664e-01,3.333606123924255371e-01,2.233707904815673828e-01,9.392143487930297852e-01,4.942794442176818848e-01,2.113085985183715820e-02,2.587309479713439941e-01,9.640988707542419434e-01,1.765302419662475586e-01,7.906161546707153320e-01,4.358375966548919678e-01,5.641624331474304199e-01
4.479089975357055664e-01,3.729453086853027344e-01,3.337621092796325684e-01,2.588485479354858398e-01,1.263862848281860352e-02,2.426038980484008789e-01,6.320328712463378906e-01,1.171355843544006348e-01,9.927833080291748047e-02,2.365123033523559570e-01,9.224444627761840820e-01,2.378879785537719727e-01,3.914141058921813965e-01,2.231622338294982910e-01,6.573433876037597656e-01,8.333212137222290039e-01,9.530293941497802734e-02,5.094737410545349121e-01,8.441488146781921387e-01,8.918014764785766602e-01,6.788917183876037598e-01,3.211082816123962402e-01
6.872168779373168945e-01,8.803825974464416504e-01,4.303363561630249023e-01,8.666606545448303223e-01,9.445234537124633789e-01,6.816979646682739258e-01,3.895175457000732422e-02,6.113466620445251465e-01,3.083063960075378418e-01,4.811031222343444824e-01,4.004015326499938965e-01,1.797654032707214355e-01,8.113485574722290039e-02,6.918956637382507324e-01,9.724514484405517578e-01,7.195187807083129883e-01,4.499125480651855469e-02,8.878145217895507812e-01,3.314530849456787109e-02,6.443085670471191406e-01,4.435810744762420654e-01,5.564189553260803223e-01
6.391806006431579590e-01,8.471780419349670410e-01,2.551503777503967285e-01,2.450447678565979004e-01,8.875017762184143066e-01,2.511677145957946777e-01,5.248923897743225098e-01,5.429468154907226562e-01,6.331512928009033203e-01,5.113045573234558105e-01,2.929574251174926758e-02,5.232247114181518555e-01,8.043364286422729492e-01,9.921859502792358398e-01,9.774588942527770996e-01,8.582064509391784668e-01,3.055355548858642578e-01,4.786087870597839355e-01,8.783620595932006836e-02,7.544591426849365234e-01,7.848883271217346191e-01,2.151116430759429932e-01
7.690154314041137695e-01,5.751621127128601074e-01,1.717771887779235840e-01,9.897485375404357910e-01,8.393007516860961914e-01,8.450462222099304199e-01,4.809277057647705078e-01,8.868318200111389160e-01,6.644129157066345215e-01,1.647453904151916504e-01,7.090387940406799316e-01,7.342846393585205078e-01,5.054293870925903320e-01,7.148051261901855469e-02,2.597455978393554688e-01,6.890165209770202637e-01,4.512326717376708984e-01,3.684735894203186035e-01,5.882212519645690918e-01,5.211667418479919434e-01,3.693143129348754883e-01,6.306856870651245117e-01
1.660060286521911621e-01,9.616737365722656250e-01,8.790655136108398438e-01,6.476172804832458496e-01,8.894727826118469238e-01,8.234233856201171875e-01,7.504296302795410156e-01,3.295316696166992188e-01,3.526487350463867188e-01,3.142008781433105469e-01,8.120031356811523438e-01,8.101913928985595703e-01,3.450710773468017578e-01,2.398572564125061035e-01,7.002661824226379395e-01,5.864250659942626953e-01,1.185518503189086914e-01,3.582772016525268555e-01,4.753156304359436035e-01,7.480058073997497559e-01,4.129382371902465820e-01,5.870617628097534180e-01
7.775512933731079102e-01,6.996715068817138672e-01,8.152691721916198730e-01,8.857629299163818359e-01,2.808511853218078613e-01,5.597781538963317871e-01,9.565259814262390137e-01,2.789199352264404297e-03,7.234256863594055176e-01,4.549325108528137207e-01,7.985816597938537598e-01,6.446778774261474609e-03,3.167510032653808594e-02,4.996255040168762207e-01,6.814071536064147949e-01,6.748594641685485840e-01,8.668703436851501465e-01,7.476222515106201172e-01,3.496398925781250000e-01,5.076015591621398926e-01,5.463175177574157715e-01,4.536824524402618408e-01
