3.731914237141609192e-02,9.626808166503906250e-01
2.704388797283172607e-01,7.295610904693603516e-01
9.160461276769638062e-02,9.083953499794006348e-01
1.556217968463897705e-01,8.443782329559326172e-01
9.327957630157470703e-01,6.720418483018875122e-02
3.162111341953277588e-01,6.837888360023498535e-01
2.645923756062984467e-03,9.973540306091308594e-01
5.130636692047119141e-01,4.869364202022552490e-01
4.248321354389190674e-01,5.751678347587585449e-01
3.890209598466753960e-03,9.961097836494445801e-01
1.523351878859102726e-03,9.984766840934753418e-01
1.434043198823928833e-01,8.565956950187683105e-01
1.207847264595329762e-03,9.987922310829162598e-01
7.829757332801818848e-01,2.170242220163345337e-01
9.478939175605773926e-01,5.210613086819648743e-02
8.787063360214233398e-01,1.212936565279960632e-01
6.595867685973644257e-03,9.934040904045104980e-01
2.521619200706481934e-01,7.478380799293518066e-01
8.537425100803375244e-02,9.146257638931274414e-01
9.001631736755371094e-01,9.983687102794647217e-02
7.657091021537780762e-01,2.342908680438995361e-01
2.177035249769687653e-02,9.782296419143676758e-01
5.882542729377746582e-01,4.117457866668701172e-01
5.214849114418029785e-02,9.478514790534973145e-01
1.298905536532402039e-02,9.870109558105468750e-01
3.847106695175170898e-01,6.152892708778381348e-01
6.421477794647216797e-01,3.578521609306335449e-01
7.179466485977172852e-01,2.820532917976379395e-01
7.751308083534240723e-01,2.248692363500595093e-01
2.456912845373153687e-01,7.543087601661682129e-01
6.691296696662902832e-01,3.308703005313873291e-01
9.609028697013854980e-01,3.909709304571151733e-02
2.368354797363281250e-01,7.631645202636718750e-01
1.224840283393859863e-01,8.775159716606140137e-01
1.151516288518905640e-01,8.848482966423034668e-01
3.301120698451995850e-01,6.698879599571228027e-01
1.119549572467803955e-02,9.888045191764831543e-01
8.954076766967773438e-01,1.045923233032226562e-01
8.469798564910888672e-01,1.530200988054275513e-01
7.086830586194992065e-02,9.291316866874694824e-01
8.788839578628540039e-01,1.211160942912101746e-01
9.287742376327514648e-01,7.122578471899032593e-02
4.272946715354919434e-01,5.727053284645080566e-01
1.573047833517193794e-03,9.984270334243774414e-01
5.079069733619689941e-01,4.920929670333862305e-01
1.663593342527747154e-03,9.983364939689636230e-01
1.709800772368907928e-02,9.829020500183105469e-01
5.949825048446655273e-01,4.050174951553344727e-01
6.105128526687622070e-01,3.894871175289154053e-01
1.274905400350689888e-03,9.987251162528991699e-01
1.289774030447006226e-01,8.710226416587829590e-01
2.263618707656860352e-01,7.736381292343139648e-01
2.322670072317123413e-01,7.677329778671264648e-01
5.648386105895042419e-02,9.435161948204040527e-01
1.840194612741470337e-01,8.159805536270141602e-01
7.270150780677795410e-01,2.729848921298980713e-01
8.359070420265197754e-01,1.640929877758026123e-01
