0.351410,0.764272,0.175584,0.381700,0.381088,0.841828,0.170672,0.653440
0.351410,0.782446,0.175584,0.381700,0.375461,0.839873,0.170672,0.651076
0.344804,0.778072,0.175584,0.380046,0.367505,0.830706,0.170672,0.646585
0.341501,0.770959,0.175584,0.380046,0.363818,0.833402,0.164389,0.641502
0.341501,0.762707,0.178769,0.380046,0.361878,0.848266,0.170672,0.639374
0.341501,0.771243,0.172400,0.379144,0.359937,0.857096,0.164389,0.640438
0.341501,0.773804,0.169215,0.378192,0.358870,0.860365,0.164389,0.638311
0.341501,0.776934,0.169215,0.377190,0.356735,0.863736,0.161248,0.638311
0.341501,0.773804,0.175584,0.378693,0.354795,0.871858,0.167530,0.645403
0.341501,0.786892,0.169215,0.378693,0.356735,0.875903,0.170672,0.648949
0.341501,0.801118,0.169215,0.378693,0.356735,0.878330,0.175148,0.692121
0.351410,0.801118,0.169215,0.378693,0.354795,0.879610,0.201772,0.746936
0.351410,0.798273,0.169215,0.380046,0.354795,0.885643,0.229416,0.790551
0.351410,0.834976,0.169215,0.381149,0.353170,0.881851,0.242610,0.814191
0.351410,0.897856,0.169215,0.386211,0.348294,0.881262,0.242610,0.791969
0.351410,0.889036,0.173992,0.394368,0.345384,0.883385,0.235699,0.770457
0.344804,0.874810,0.175584,0.401097,0.343249,0.881295,0.223447,0.747054
0.341501,0.866559,0.178769,0.407763,0.337428,0.872600,0.217793,0.727906
0.348107,0.895011,0.178769,0.409667,0.331800,0.867140,0.214651,0.707812
0.354412,0.932141,0.216351,0.615157,0.331800,0.874251,0.208369,0.691264
0.367174,0.951240,0.261577,0.739554,0.335681,0.874925,0.208369,0.678498
0.374831,0.940535,0.223358,0.750530,0.336652,0.869128,0.202086,0.669042
0.380536,0.917915,0.216988,0.743413,0.338398,0.865151,0.211510,0.724596
0.386542,0.886333,0.213804,0.730432,0.340241,0.862792,0.223447,0.724596
0.386542,0.876375,0.232276,0.791578,0.344316,0.860096,0.232557,0.718450
0.386542,0.859588,0.289286,0.793533,0.341212,0.855310,0.226275,0.716322
0.386542,0.849345,0.289286,0.619117,0.337525,0.856725,0.235699,0.730151
0.386542,0.846784,0.312536,0.490410,0.334711,0.862758,0.235699,0.730151
0.389845,0.867839,0.318906,0.439288,0.336652,0.865522,0.235699,0.726960
0.402456,0.888040,0.333875,0.404655,0.339271,0.864174,0.233343,0.722350
0.411464,0.872107,0.347251,0.383705,0.339271,0.862741,0.226275,0.716322
0.405459,0.846784,0.353940,0.365061,0.341212,0.861747,0.226275,0.710057
0.414167,0.852190,0.360310,0.354135,0.346354,0.857096,0.226275,0.703202
0.450200,0.849629,0.365883,0.340690,0.348294,0.849681,0.226275,0.693628
0.495241,0.834976,0.369864,0.333435,0.351205,0.840514,0.226275,0.688900
0.531273,0.826725,0.372014,0.326368,0.351205,0.839840,0.217793,0.688900
0.546587,0.805244,0.378464,0.322008,0.350235,0.847221,0.217793,0.693628
0.534576,0.799838,0.378464,0.319452,0.348294,0.855377,0.217793,0.703202
0.528271,0.801260,0.378464,0.317547,0.344316,0.862084,0.217793,0.707930
0.519413,0.806987,0.378464,0.316495,0.340241,0.865455,0.217793,0.716322
0.507252,0.807947,0.378464,0.315392,0.339271,0.874588,0.217793,0.718686
0.504549,0.816482,0.369864,0.313488,0.339271,0.878633,0.217793,0.724360
0.498544,0.816482,0.369864,0.311483,0.339271,0.886081,0.217793,0.729088
0.492538,0.822600,0.369864,0.311032,0.337525,0.890058,0.217793,0.735234
0.486533,0.831135,0.369864,0.310029,0.337525,0.893833,0.223447,0.749418
0.486533,0.835261,0.366679,0.308977,0.337525,0.891744,0.226275,0.771757
0.479927,0.835261,0.360310,0.307874,0.333741,0.893833,0.226275,0.780977
0.482929,0.840809,0.357125,0.307423,0.327919,0.889688,0.226275,0.784641
0.512957,0.849345,0.350755,0.305418,0.318217,0.890429,0.226275,0.788128
0.555295,0.845362,0.350755,0.304867,0.320158,0.911629,0.226275,0.792915
0.585323,0.842516,0.350755,0.303965,0.322098,0.914393,0.226275,0.798943
0.611747,0.824022,0.350755,0.303965,0.318217,0.912640,0.226275,0.803671
0.605741,0.792440,0.343748,0.304867,0.314142,0.916010,0.226275,0.802371
0.591628,0.785327,0.340245,0.304867,0.306574,0.917695,0.226275,0.807335
0.579617,0.779921,0.340245,0.306108,0.302693,0.917695,0.226275,0.808517
0.563703,0.778499,0.340245,0.306521,0.297551,0.918437,0.226275,0.808517
0.552292,0.778499,0.330690,0.304867,0.297551,0.925852,0.235699,0.808517
0.537579,0.778499,0.330690,0.304867,0.302693,0.935592,0.235699,0.810645
0.524968,0.778499,0.330690,0.304867,0.302693,0.933502,0.235699,0.811709
0.508603,0.778499,0.324957,0.304867,0.298521,0.931514,0.229416,0.807217
0.501546,0.782766,0.322091,0.304867,0.294834,0.928885,0.232557,0.807335
0.489535,0.782766,0.322091,0.304867,0.289013,0.929896,0.232557,0.807335
0.476624,0.784047,0.322091,0.304867,0.286879,0.931177,0.235699,0.815609
0.476624,0.789737,0.315721,0.303965,0.289935,0.940799,0.235699,0.815609
0.467616,0.791302,0.312536,0.303514,0.298521,0.946984,0.235699,0.815609
0.462211,0.793863,0.312536,0.303514,0.300656,0.948400,0.235699,0.813009
0.450500,0.795143,0.312536,0.303514,0.306477,0.950759,0.235699,0.811709
0.444494,0.795143,0.306166,0.303514,0.310164,0.950759,0.235699,0.805681
0.441492,0.799838,0.302981,0.303514,0.314142,0.949107,0.235699,0.798943
0.434886,0.802683,0.302981,0.303514,0.316277,0.947692,0.235699,0.797879
0.428580,0.802683,0.302981,0.303514,0.316277,0.945333,0.235699,0.797879
0.422575,0.802683,0.302981,0.303514,0.316277,0.942636,0.235699,0.793979
0.419872,0.807947,0.302981,0.303514,0.316277,0.941625,0.235699,0.796579
0.414467,0.811077,0.300354,0.303138,0.316277,0.940344,0.235699,0.793979
0.411464,0.811077,0.292471,0.302010,0.315209,0.935929,0.235699,0.793979
0.405459,0.807947,0.292471,0.302010,0.315209,0.940580,0.235699,0.795279
0.405459,0.809512,0.292471,0.302010,0.317247,0.947692,0.235699,0.795279
0.405459,0.812641,0.292471,0.302010,0.317247,0.950455,0.235699,0.793979
0.396451,0.812641,0.292471,0.302010,0.319187,0.955814,0.235699,0.798707
0.396451,0.812641,0.289286,0.302512,0.322025,0.958747,0.235699,0.804971
0.389845,0.812641,0.282916,0.303514,0.324718,0.960870,0.235699,0.807335
0.386542,0.812641,0.282916,0.305418,0.322098,0.959556,0.235699,0.804971
0.386542,0.812641,0.282916,0.306521,0.322098,0.960230,0.235699,0.802371
0.377534,0.816482,0.282916,0.306972,0.321128,0.959893,0.235699,0.798677
0.377534,0.816482,0.282916,0.307874,0.319187,0.959893,0.235699,0.801071
0.377534,0.816482,0.282916,0.309929,0.320158,0.961477,0.235699,0.803671
0.377534,0.808231,0.277183,0.316044,0.320158,0.961477,0.235699,0.791497
0.374831,0.795428,0.274317,0.322559,0.322098,0.961477,0.235699,0.778022
0.369426,0.786608,0.274317,0.326469,0.322098,0.961477,0.232557,0.767148
0.366423,0.781344,0.264762,0.330979,0.322098,0.961477,0.226275,0.757692
0.366423,0.778499,0.264762,0.333084,0.323844,0.962151,0.226275,0.749181
0.369426,0.772524,0.264762,0.335490,0.324718,0.960836,0.232557,0.761001
0.369426,0.766833,0.258392,0.336593,0.324718,0.958140,0.246065,0.775303
0.360418,0.762565,0.259985,0.339600,0.322098,0.955073,0.246065,0.753791
0.360418,0.757159,0.255207,0.341104,0.316083,0.948332,0.235699,0.736179
0.360418,0.755594,0.255207,0.342006,0.306574,0.942299,0.235699,0.722232
0.360418,0.749904,0.255207,0.345464,0.301650,0.944894,0.232557,0.705684
0.360418,0.743929,0.248200,0.345464,0.294834,0.942299,0.226275,0.693864
0.360418,0.738665,0.244697,0.345013,0.293864,0.947085,0.226275,0.681926
0.354412,0.730130,0.244697,0.334087,0.295611,0.950455,0.226275,0.674834
0.351410,0.725720,0.255207,0.317046,0.296581,0.954466,0.217793,0.665496
0.357415,0.722590,0.255207,0.309929,0.300656,0.958511,0.217793,0.660532
0.360418,0.727000,0.255207,0.302461,0.306477,0.963196,0.217793,0.654740
0.366423,0.741226,0.255207,0.298352,0.314239,0.965285,0.217793,0.652140
0.383839,0.755452,0.255207,0.295996,0.322971,0.966229,0.217793,0.648949
0.413867,0.763988,0.255207,0.296898,0.326658,0.965622,0.217793,0.645403
0.441492,0.745778,0.258392,0.297901,0.331800,0.966229,0.217793,0.642802
0.447497,0.734113,0.264762,0.296998,0.333741,0.963533,0.217793,0.640438
0.453503,0.727284,0.258392,0.293390,0.337525,0.962488,0.217793,0.638311
0.459508,0.724155,0.264762,0.293390,0.345287,0.962488,0.220620,0.632164
0.459508,0.722590,0.264762,0.292387,0.346354,0.950691,0.226275,0.627673
0.453503,0.717184,0.264762,0.290383,0.350235,0.946040,0.226275,0.620581
0.450500,0.704380,0.264762,0.289831,0.358336,0.937766,0.232557,0.617980
0.450500,0.698690,0.264762,0.288478,0.363818,0.912337,0.229416,0.612307
0.444494,0.693142,0.264762,0.287476,0.365759,0.888744,0.235699,0.607343
0.444494,0.684321,0.261577,0.288478,0.368378,0.854029,0.238290,0.604269
0.441492,0.690794,0.255207,0.294492,0.370319,0.843244,0.239154,0.596823
0.441492,0.690012,0.251704,0.301860,0.378372,0.830133,0.243474,0.591327
0.441492,0.695987,0.244697,0.306872,0.383999,0.828044,0.246065,0.585121
0.431583,0.701250,0.244697,0.309498,0.392925,0.822381,0.246065,0.583821
0.431583,0.704380,0.244697,0.311934,0.394866,0.808900,0.246065,0.581221
0.428580,0.704238,0.241512,0.314490,0.391955,0.802429,0.235699,0.581221
0.428580,0.698548,0.241512,0.316495,0.393895,0.802429,0.235699,0.581221
0.422575,0.691577,0.235142,0.317547,0.399426,0.786554,0.235699,0.581221
0.417170,0.677350,0.235142,0.318550,0.395739,0.780488,0.235699,0.581221
0.414467,0.676070,0.235142,0.318550,0.398455,0.785948,0.240882,0.580334
0.414467,0.676070,0.235142,0.318550,0.400396,0.770444,0.253395,0.577202
0.414467,0.674648,0.235142,0.318550,0.396612,0.761613,0.263343,0.570051
0.414467,0.671802,0.235142,0.318550,0.392925,0.763029,0.263343,0.563491
0.405459,0.663267,0.229409,0.318550,0.388899,0.772500,0.255490,0.563491
0.405459,0.660137,0.235142,0.318550,0.377401,0.774859,0.252348,0.562427
0.402456,0.657292,0.226543,0.318550,0.379342,0.786925,0.246065,0.560299
0.396451,0.654731,0.226543,0.318550,0.379342,0.793632,0.243474,0.560299
0.393148,0.657292,0.226543,0.318550,0.375461,0.786217,0.235699,0.560299
0.386542,0.654731,0.226543,0.318550,0.361878,0.789284,0.249207,0.563491
0.391496,0.660919,0.226543,0.318550,0.363818,0.824404,0.261772,0.561363
0.399453,0.661702,0.226543,0.318550,0.378372,0.809169,0.276537,0.554389
0.405459,0.656011,0.226543,0.318550,0.380312,0.766770,0.288003,0.547711
0.405459,0.648898,0.226543,0.318550,0.378372,0.749581,0.295879,0.533831
0.399453,0.645768,0.226543,0.319452,0.372356,0.751603,0.292034,0.531498
0.386542,0.637233,0.223358,0.318550,0.366535,0.735695,0.282820,0.525797
0.386542,0.637233,0.216988,0.318550,0.360907,0.733066,0.281473,0.524840
0.377534,0.637233,0.216988,0.318049,0.354795,0.755311,0.268872,0.522948
0.377534,0.637233,0.216988,0.317046,0.356735,0.762052,0.264914,0.521294
0.374831,0.635952,0.216988,0.317046,0.355765,0.767377,0.259155,0.521491
0.369426,0.635952,0.216988,0.317046,0.353825,0.774118,0.255490,0.522905
0.369426,0.638798,0.216988,0.315392,0.353825,0.778516,0.255490,0.526435
0.369426,0.644488,0.216988,0.314490,0.352951,0.785644,0.247779,0.526870
0.383839,0.678915,0.210618,0.315392,0.349265,0.809237,0.246065,0.537044
0.413867,0.693142,0.216988,0.315392,0.337428,0.828044,0.252348,0.556753
0.456205,0.690296,0.216988,0.314716,0.329666,0.833504,0.258631,0.571883
0.467616,0.681476,0.207434,0.315944,0.323844,0.841828,0.264914,0.571883
0.459508,0.675643,0.207434,0.317046,0.320158,0.849985,0.269155,0.576256
0.459508,0.658857,0.207434,0.318550,0.320158,0.864073,0.264914,0.569519
0.450500,0.648116,0.207434,0.318550,0.322098,0.876274,0.264914,0.564791
0.438189,0.637233,0.207434,0.319903,0.319187,0.886081,0.255490,0.563491
0.431583,0.637233,0.207434,0.319903,0.319187,0.894103,0.255490,0.563491
0.428580,0.635952,0.207434,0.318550,0.318217,0.902192,0.252348,0.562427
0.422575,0.633392,0.207434,0.318550,0.318217,0.908933,0.246065,0.560299
0.419872,0.634672,0.207434,0.318550,0.320158,0.914055,0.242610,0.560299
0.414467,0.634672,0.207434,0.318550,0.320158,0.912640,0.235699,0.560299
0.411464,0.635952,0.207434,0.318049,0.311231,0.909640,0.235699,0.560299
0.405459,0.633392,0.207434,0.317046,0.304634,0.912766,0.235699,0.560299
0.405459,0.633392,0.207434,0.316495,0.303664,0.924773,0.226275,0.556753
0.399453,0.633392,0.207434,0.315392,0.308418,0.932154,0.226275,0.556753
0.396451,0.633392,0.207434,0.315392,0.310164,0.932154,0.226275,0.556753
0.396451,0.633392,0.207434,0.314490,0.309291,0.930840,0.226275,0.559117
0.393148,0.631969,0.196923,0.312385,0.303664,0.929559,0.226275,0.560299
0.386542,0.629124,0.196923,0.311483,0.300656,0.933941,0.220620,0.560299
