0.002641,0.006687,0.001149,1.000000,0.243740,0.232980,0.014695,0.059861,0.000934,0.000934,0.000934,0.000999,1.000000,0.000999,0.000999,0.000999,0.000999,0.000999,0.000999
0.112104,0.001000,0.074202,1.000000,0.260351,0.816448,0.179291,1.000000,0.515457,0.443158,0.454423,0.001000,0.001000,0.101110,0.001000,0.362509,0.001000,0.001000,0.001000
1.000000,0.001000,0.001000,0.564347,1.000000,1.000000,0.001000,0.001000,0.228838,1.000000,0.796988,0.827640,0.001000,0.001000,0.001000,0.001000,1.000000,0.490583,0.387513
0.080558,0.197776,0.001000,0.586924,0.001000,0.001000,0.221019,0.039820,0.001000,0.511039,0.001000,0.592740,1.000000,1.000000,0.209913,0.001000,0.001000,0.001000,0.001000
0.001000,0.001000,1.000000,0.731642,0.763430,0.001000,0.001000,0.600993,0.001000,0.524385,0.001000,0.639478,0.997549,0.292283,0.001000,0.001000,0.335523,0.967590,1.000000
0.001000,0.035551,0.103097,0.151658,1.000000,0.001000,0.001000,0.001000,0.001000,0.001000,0.898035,1.000000,0.510971,0.608523,0.001000,0.478076,0.485693,0.754424,0.001000
0.001000,0.001000,1.000000,0.709290,0.001000,0.001000,1.000000,0.001000,0.968231,0.001000,0.152988,1.000000,0.970033,0.169168,0.156163,0.001000,0.945252,0.310280,0.001000
0.858600,0.457956,0.001000,0.211590,0.593490,1.000000,0.001000,0.001000,0.001000,0.176256,0.001000,1.000000,1.000000,0.001000,0.760934,0.001000,0.001000,0.001000,1.000000
0.001000,1.000000,0.821422,0.001000,0.001000,0.001000,0.032312,0.097135,0.908765,0.239847,1.000000,0.751338,1.000000,0.001000,0.130576,0.001000,1.000000,1.000000,0.001000
0.260512,0.001000,0.001000,1.000000,0.291847,0.788813,0.001000,0.001000,0.378619,0.317966,0.013261,1.000000,1.000000,0.001000,0.292968,0.226236,0.250113,0.001000,0.001000
0.386182,0.001000,0.559628,1.000000,0.002876,0.147180,0.001000,0.001000,0.767652,0.001000,0.586622,0.001000,0.992048,0.001000,1.000000,0.430477,0.642774,0.123480,0.001000
0.001000,0.001000,0.106949,0.595501,0.001000,0.331557,0.043601,0.100810,0.980650,0.001000,1.000000,0.390055,1.000000,0.542376,0.305726,0.901826,0.682293,0.001000,0.001000
0.225443,0.001000,0.001000,0.416408,0.587424,0.853170,0.813051,1.000000,0.478184,0.404415,0.606994,0.703702,0.518055,0.001000,0.001000,0.794867,1.000000,0.001000,0.001000
0.001000,0.637563,0.001000,0.970945,0.001000,0.001000,0.001000,0.159362,1.000000,0.001000,0.453320,0.001000,0.484634,0.215479,0.001000,0.786343,0.001000,1.000000,0.181393
0.001000,0.968479,0.001000,0.001000,0.053341,0.708648,1.000000,0.001000,0.001000,1.000000,0.581474,0.001000,0.753797,0.868324,0.001000,0.001000,0.001000,0.921485,0.536798
1.000000,0.070529,0.787170,0.001000,0.001000,0.001000,0.498500,0.001000,0.001000,0.001000,0.197697,0.830779,0.001000,1.000000,0.001000,0.001000,0.309079,1.000000,0.548566
1.000000,0.001000,0.001000,1.000000,0.001000,0.781548,0.001000,1.000000,0.001000,0.425180,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.014018,0.253682,0.001000
0.001000,0.001000,1.000000,0.001000,0.001000,1.000000,0.001000,0.910251,0.001000,0.001000,0.331611,0.001000,0.692643,0.001000,1.000000,0.789849,0.733794,0.396468,0.221039
0.001000,1.000000,0.062916,1.000000,0.001000,0.077133,0.001000,0.657355,0.001000,0.647786,0.057198,0.539734,1.000000,0.001000,0.001000,1.000000,0.414860,0.154476,1.000000
0.001000,0.001000,0.006546,0.001000,0.001000,1.000000,1.000000,0.001000,1.000000,0.001000,1.000000,0.308924,0.694728,0.001000,0.001000,0.001000,1.000000,1.000000,0.001000
1.000000,0.341006,1.000000,0.840402,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,1.000000,1.000000,0.278366,0.001000,0.001000,0.001000,1.000000,0.137476
0.159367,1.000000,0.477964,0.759312,1.000000,0.952228,0.010019,1.000000,0.594311,0.001000,0.001000,0.001000,1.000000,0.128106,0.089306,0.001000,0.001000,0.001000,1.000000
0.613733,1.000000,1.000000,1.000000,0.001000,0.550146,1.000000,0.001000,0.130608,0.001000,0.435404,0.001000,1.000000,0.001000,0.001000,1.000000,0.495642,0.299072,0.660691
1.000000,0.001000,0.001000,1.000000,1.000000,0.484629,0.001000,0.001000,0.001000,0.024101,0.001000,1.000000,0.187823,0.001000,0.001000,0.001000,1.000000,0.001000,0.076843
0.353438,0.001000,0.001000,1.000000,0.001000,0.405407,0.962163,0.546008,0.001000,0.001000,1.000000,0.001000,1.000000,0.001000,0.612684,0.001000,0.540135,1.000000,0.001000
0.001000,0.001000,0.830127,1.000000,1.000000,0.246482,0.114765,0.065590,0.001000,0.001000,0.001000,0.001000,1.000000,0.487337,0.669654,0.194306,0.001000,0.561262,0.237574
0.001000,0.330425,1.000000,0.213850,0.502345,0.187862,0.870121,1.000000,0.906535,0.471941,0.001000,0.001000,1.000000,0.593549,0.001000,0.790304,1.000000,1.000000,1.000000
0.001000,0.001000,0.258640,1.000000,0.827358,0.842932,0.001000,0.001000,0.001000,0.538050,1.000000,0.001000,0.293755,0.001000,0.001000,1.000000,0.001000,0.835243,1.000000
0.604422,0.518075,1.000000,1.000000,0.000028,1.000000,0.705146,0.449909,0.010410,1.000000,0.292308,0.686441,1.000000,0.010378,0.128913,0.001000,0.593695,0.906664,0.001000
0.001000,0.024711,1.000000,0.510430,0.530250,0.299581,1.000000,0.001000,0.001000,1.000000,0.001000,0.529670,1.000000,0.148072,0.001000,1.000000,0.001000,0.001000,0.083702
0.001000,1.000000,0.765146,1.000000,1.000000,0.855905,1.000000,0.581585,0.001000,0.001000,0.001000,1.000000,0.001000,0.001000,0.001000,0.706531,0.001000,0.644170,0.671614
0.253650,0.001000,0.835403,1.000000,1.000000,0.404205,0.001000,0.289699,0.001000,0.367268,1.000000,1.000000,1.000000,0.001000,1.000000,0.582987,1.000000,0.585898,0.001000
0.615091,0.069175,0.001000,1.000000,0.001000,0.139447,0.435888,0.001000,0.246088,0.001000,0.001000,0.001000,0.443525,0.569691,0.001000,0.001000,0.001000,0.103010,0.001000
0.001000,1.000000,0.957633,0.983019,0.171417,0.001000,0.001000,0.001000,0.001000,0.810666,0.971945,1.000000,0.001000,0.640041,0.001000,0.001000,1.000000,0.001000,0.654292
0.001000,0.001000,0.837542,0.001000,0.001000,0.569816,0.069688,0.339127,0.001000,1.000000,0.001000,0.568095,1.000000,0.001000,0.001000,1.000000,1.000000,0.001000,0.656392
0.001000,0.501564,0.244987,0.546369,0.799361,0.001000,0.001000,0.001000,0.642791,0.001000,1.000000,0.001000,1.000000,0.001000,0.001000,0.001000,0.001000,1.000000,1.000000
0.001000,1.000000,0.001000,0.001000,1.000000,0.260016,0.879279,1.000000,0.001000,0.001000,1.000000,0.716149,1.000000,0.001000,0.001000,0.745750,0.001000,0.001000,1.000000
0.425334,0.001000,0.895330,0.623118,0.001000,0.001000,0.001000,0.466920,0.602971,0.001000,0.001000,0.078870,0.809975,0.001000,0.095116,0.001000,0.042964,0.470334,0.001000
1.000000,0.033326,0.001000,1.000000,0.001000,0.001000,0.533282,1.000000,1.000000,0.001000,0.001000,0.694680,0.786453,0.899400,1.000000,0.565386,1.000000,1.000000,0.001000
0.106216,0.441676,0.001000,1.000000,0.401734,0.001000,0.596192,0.001000,0.001000,0.926532,0.468694,0.000945,1.000000,0.001000,1.000000,0.001000,0.475790,0.548678,0.001000
0.272261,0.677447,1.000000,1.000000,1.000000,1.000000,1.000000,0.001000,1.000000,0.001000,1.000000,0.273926,1.000000,0.001000,0.521302,1.000000,0.001000,1.000000,1.000000
0.601946,0.568434,0.001000,1.000000,0.270388,0.001000,0.001000,0.145053,0.001000,0.001000,1.000000,1.000000,1.000000,0.001000,0.923137,0.291031,0.012430,0.201885,0.001000
0.001000,0.388592,0.001000,0.001000,0.001000,0.001000,0.360869,0.771720,0.987116,0.656388,0.001000,0.001764,0.001000,0.001000,1.000000,0.839468,0.575495,0.944422,0.001000
1.000000,0.001000,0.001000,0.916108,0.001000,0.001000,1.000000,0.001000,0.651742,0.001000,0.001000,0.694703,1.000000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000
