0.400060,0.400060,0.400060,0.400060,0.156898,0.077833,0.096224
0.509523,0.001000,0.473113,1.000000,0.173509,0.661301,0.260820
1.000000,0.914583,0.842284,0.853549,0.001000,0.001000,0.196335
0.001000,0.761570,0.001000,0.001000,0.001000,1.000000,0.001000
0.322072,0.001000,1.000000,1.000000,0.001000,0.001000,0.324128
1.000000,1.000000,1.000000,0.001000,0.001000,0.001000,0.001000
1.000000,0.889644,0.786574,0.477977,0.347987,0.001000,0.001000
0.001000,0.001000,0.606384,0.380019,0.001000,0.587938,0.001000
0.991801,1.000000,1.000000,0.608974,0.001000,0.001000,0.001000
0.204023,0.001000,0.001000,1.000000,0.001000,0.597523,0.001000
0.252438,0.941192,0.001000,0.923511,0.001000,0.716312,0.093773
0.691344,0.001000,0.001000,0.734584,1.000000,1.000000,0.001000
0.428924,0.502008,0.001000,1.000000,0.001000,0.001000,0.001000
0.001000,0.001000,1.000000,1.000000,0.001000,0.685357,0.001000
0.877137,0.884754,1.000000,0.001000,0.001000,0.001000,1.000000
0.109350,0.001000,0.001000,1.000000,0.001000,1.000000,0.001000
0.552114,1.000000,0.370093,0.568229,0.312062,0.001000,1.000000
0.709341,0.001000,1.000000,0.851329,0.001000,0.001000,0.445974
1.000000,0.001000,0.001000,0.001000,0.332220,0.001000,1.000000
0.948779,0.001000,1.000000,0.001000,0.001000,0.001000,1.000000
0.056081,1.000000,1.000000,0.001000,0.001000,0.001000,0.113841
0.437334,1.000000,0.638973,1.000000,0.907237,0.544962,0.001000
0.529637,0.001000,1.000000,1.000000,0.001000,0.335704,0.001000
0.001000,1.000000,0.448167,0.955893,0.001000,0.001000,0.473909
0.717092,0.412387,1.000000,1.000000,0.001000,0.369802,0.321461
0.649174,0.249011,0.001000,0.783601,0.001000,0.636312,0.757253
0.159196,0.314260,0.001000,0.001000,0.923616,0.001000,0.681912
0.213936,0.392108,0.001000,1.000000,0.586376,0.719608,0.218705
0.001000,0.001000,0.001000,0.505860,0.001000,0.001000,0.194801
0.428966,0.441009,1.000000,0.014922,1.000000,0.466889,1.000000
0.941437,0.704787,1.000000,1.000000,0.001000,0.001000,0.319026
0.219645,0.001000,0.001000,0.743744,0.777088,0.876189,1.000000
0.877310,0.803541,1.000000,1.000000,0.001000,0.059516,0.001000
1.000000,1.000000,0.001000,0.001000,0.001000,0.708709,0.001000
0.371005,0.001000,0.001000,0.001000,0.256399,1.000000,0.001000
0.852446,0.001000,0.001000,0.614540,0.111962,0.863177,0.001000
1.000000,0.580454,0.001000,1.000000,0.001000,0.001000,0.001000
0.875728,1.000000,0.001000,0.001000,1.000000,0.658373,0.001000
0.153857,1.000000,0.001000,0.185866,0.109490,0.998319,0.632023
1.000000,0.463902,1.000000,0.001000,0.001000,0.001000,0.580029
0.001000,0.023608,0.284446,0.596823,0.986678,0.001000,1.000000
0.001000,0.001000,0.708140,1.000000,0.704465,1.000000,0.001000
0.001000,1.000000,0.128483,0.948628,0.001000,1.000000,0.001000
0.824306,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000
0.413079,0.652743,0.001000,0.001000,0.001000,1.000000,0.001000
0.001000,1.000000,0.001000,1.000000,0.001000,0.001000,0.426901
0.001000,0.092703,0.001000,1.000000,0.945748,0.810628,0.491693
0.620100,0.001000,1.000000,0.461827,0.598371,0.001000,0.001000
0.363362,0.997554,0.159264,1.000000,0.213162,0.616568,1.000000
0.001000,0.001000,1.000000,0.813921,0.310375,1.000000,0.001000
0.098617,0.405457,0.001000,0.001000,1.000000,1.000000,0.001000
1.000000,0.001000,1.000000,0.707985,0.001000,0.001000,0.001000
0.036728,1.000000,1.000000,0.001000,1.000000,0.412152,1.000000
0.240462,0.126353,0.051680,0.001000,0.001000,0.001000,0.001000
0.001000,1.000000,0.424579,0.677427,0.001000,0.001000,0.001000
1.000000,0.536537,0.556786,1.000000,0.633713,0.001000,1.000000
1.000000,0.395384,1.000000,0.993437,0.001000,0.001000,0.001000
0.552364,0.527167,0.488367,0.001000,0.001000,0.001000,1.000000
1.000000,1.000000,1.000000,0.779076,0.001000,0.394999,1.000000
0.001000,0.529734,0.072123,0.834530,0.001000,1.000000,0.001000
0.001000,1.000000,0.894703,0.698133,0.816590,1.000000,0.001000
0.001000,1.000000,1.000000,0.651709,0.001000,0.001000,0.001000
0.423227,0.001000,1.000000,0.001000,0.001000,0.001000,0.001000
1.000000,0.001000,0.475904,0.750857,0.001000,0.001000,0.359052
0.001000,0.572487,1.000000,0.886207,0.001000,0.001000,1.000000
0.001000,0.428149,0.001000,1.000000,0.057702,0.616969,1.000000
0.001000,0.001000,0.001000,1.000000,0.691188,1.000000,0.109726
0.500130,0.405789,0.001000,0.001000,0.001000,0.001000,1.000000
0.886398,1.000000,0.593367,0.001000,0.717161,0.314408,0.001000
0.723798,1.000000,0.001000,0.658665,0.111780,0.933259,1.000000
1.000000,0.871067,0.141492,0.001000,1.000000,0.670383,0.001000
1.000000,1.000000,1.000000,1.000000,0.001000,0.001000,0.353715
0.439606,0.983678,1.000000,0.097675,0.001000,0.060881,0.633340
1.000000,0.276527,0.001000,0.155791,0.001000,1.000000,0.044204
1.000000,1.000000,1.000000,0.911448,1.000000,0.550728,0.001000
1.000000,1.000000,0.790108,0.409536,1.000000,0.369207,0.781666
