0.636397,0.022509,0.061244,0.000001,0.000040,0.000333
0.745860,-2.034233,0.134297,0.676875,0.016651,0.583801
0.800993,1.306569,0.575767,0.442225,0.453529,-1.007256
-0.387807,0.122620,-1.042148,0.361511,-0.473432,-0.443513
0.390359,1.750752,-0.366373,-0.077987,-0.435613,2.099703
1.717002,-0.282584,-0.566501,0.227905,1.056284,0.796387
1.463038,-1.116574,-0.352205,-1.516843,-0.887278,1.760688
1.125981,0.409023,0.139161,0.191090,-0.201935,-0.412743
0.138193,-0.820547,0.267568,-0.020040,-0.905955,0.510438
-0.436240,0.614250,1.504778,1.083891,0.208954,-0.196272
0.355203,-0.177272,-0.134793,-0.426379,-0.697244,1.127014
0.368039,0.542199,-0.484498,-0.147621,0.541172,-1.745471
1.159848,-0.362134,0.699723,-0.002450,0.291324,-1.263536
-0.987495,0.357033,1.027835,1.048752,-1.125345,0.029197
0.738345,-0.825833,0.914820,-2.468629,-1.424063,-1.462084
0.106082,-2.437086,0.958345,1.131307,-0.488989,0.607857
-0.478555,0.499586,0.545938,0.753426,-0.643603,-0.496211
-0.526706,1.439111,-0.229466,-0.752505,-2.019190,1.273714
-0.207240,0.989806,-2.881978,0.152055,1.054493,-0.029634
0.804566,0.177673,-0.159840,0.944254,0.309321,-0.586606
1.492356,0.473778,-1.399354,-0.788409,0.349790,0.848886
-0.488902,-1.287738,-0.772547,0.175323,-0.427773,1.101460
1.185116,-0.461019,0.821179,-0.976766,-0.937371,-1.170264
2.235443,-0.321470,1.105064,0.820274,-2.261349,-0.861666
-0.799422,0.040126,0.098518,0.907832,0.238953,1.280282
1.386736,0.489638,-1.300974,0.129578,-2.745982,1.096973
2.158149,-1.266769,0.319115,-0.871965,-0.588169,0.775409
0.684504,0.578342,-1.395713,-0.458356,0.377725,0.317365
0.648724,1.343891,0.880887,-0.189232,0.292009,0.225570
0.885511,-0.128540,-0.398484,0.383542,-0.391645,0.558812
1.297426,-0.218355,-0.024556,-1.346364,-0.562030,0.767051
-0.345210,0.608197,-0.124880,-0.007951,-1.797950,2.375770
1.065875,0.664284,0.183725,-1.079582,-1.262060,-0.854351
0.742197,-0.381990,-3.351342,0.098578,0.028946,0.041282
1.616113,-0.362629,1.549328,0.389057,1.411503,0.541710
0.941124,0.923336,0.742538,-2.219334,-0.450747,0.223135
0.455982,-0.931657,-0.522348,0.343685,0.620230,0.798689
1.934741,0.499759,0.464725,0.606061,0.702743,-0.481612
0.618080,-0.407658,0.855112,1.047621,-0.763907,-0.855224
-0.261286,0.653385,-0.101257,-0.029054,-1.350165,-2.685710
