3.761405944824218750e-01,6.238594651222229004e-01
2.185746431350708008e-01,7.814254164695739746e-01
5.803492665290832520e-01,4.196507334709167480e-01
4.390323162078857422e-01,5.609676837921142578e-01
4.094287455081939697e-01,5.905712246894836426e-01
3.500551879405975342e-01,6.499447822570800781e-01
4.913263022899627686e-01,5.086736679077148438e-01
3.122306168079376221e-01,6.877693533897399902e-01
4.902991056442260742e-01,5.097008943557739258e-01
8.652670979499816895e-01,1.347328722476959229e-01
5.536965727806091309e-01,4.463034570217132568e-01
3.153869807720184326e-01,6.846129894256591797e-01
5.468792319297790527e-01,4.531207680702209473e-01
4.645409882068634033e-01,5.354589223861694336e-01
3.314260542392730713e-01,6.685739755630493164e-01
2.530086636543273926e-01,7.469913363456726074e-01
3.000666201114654541e-01,6.999334096908569336e-01
1.059530451893806458e-01,8.940469026565551758e-01
2.556382417678833008e-01,7.443616986274719238e-01
7.447482347488403320e-01,2.552517354488372803e-01
7.355394959449768066e-01,2.644605338573455811e-01
7.153844237327575684e-01,2.846155166625976562e-01
1.974143087863922119e-01,8.025857210159301758e-01
1.088030785322189331e-01,8.911968469619750977e-01
4.318413734436035156e-01,5.681585669517517090e-01
1.490486711263656616e-01,8.509513139724731445e-01
1.464509814977645874e-01,8.535490036010742188e-01
3.742938339710235596e-01,6.257061362266540527e-01
6.285219192504882812e-01,3.714780807495117188e-01
2.351853698492050171e-01,7.648146748542785645e-01
3.760547339916229248e-01,6.239452958106994629e-01
6.946108937263488770e-01,3.053891360759735107e-01
8.992104977369308472e-02,9.100789427757263184e-01
1.468080580234527588e-01,8.531919717788696289e-01
2.435120642185211182e-01,7.564879655838012695e-01
1.645605713129043579e-01,8.354394435882568359e-01
4.755592346191406250e-01,5.244407653808593750e-01
2.199003845453262329e-01,7.800996303558349609e-01
4.418711066246032715e-01,5.581288933753967285e-01
3.643664121627807617e-01,6.356335878372192383e-01
5.313041806221008301e-01,4.686957299709320068e-01
6.876459717750549316e-01,3.123540282249450684e-01
2.994877696037292480e-01,7.005122900009155273e-01
3.603668212890625000e-01,6.396332383155822754e-01
7.848690450191497803e-02,9.215130805969238281e-01
2.069255709648132324e-01,7.930743694305419922e-01
2.292856574058532715e-01,7.707144021987915039e-01
5.719861388206481934e-01,4.280138313770294189e-01
5.341201424598693848e-01,4.658798873424530029e-01
3.926401734352111816e-01,6.073598265647888184e-01
4.242530763149261475e-01,5.757469534873962402e-01
1.460029482841491699e-01,8.539970517158508301e-01
4.427417218685150146e-01,5.572583079338073730e-01
5.782596468925476074e-01,4.217403829097747803e-01
3.199881017208099365e-01,6.800119280815124512e-01
2.991457283496856689e-01,7.008543014526367188e-01
4.417892992496490479e-01,5.582106709480285645e-01
3.742111027240753174e-01,6.257888078689575195e-01
2.963972091674804688e-01,7.036027908325195312e-01
6.987063288688659668e-01,3.012936711311340332e-01
5.166214108467102051e-01,4.833785593509674072e-01
2.822169065475463867e-01,7.177830934524536133e-01
1.476221978664398193e-01,8.523778319358825684e-01
4.857985377311706543e-01,5.142014026641845703e-01
