0.160138,0.080648,0.260979,0.000000,0.000409,0.000000,0.000000,0.000000,0.000000
0.163220,0.084074,0.263485,0.000000,0.000594,0.001116,0.001610,0.000000,0.003783
0.173637,0.095470,0.272928,0.001738,0.000891,0.001116,0.001610,0.002345,0.009458
0.186809,0.109363,0.283685,0.002290,0.001199,0.001339,0.001771,0.002506,0.001892
0.179863,0.099633,0.275681,0.002290,0.021779,0.011160,0.014493,0.001615,0.001284
0.178407,0.100102,0.276367,0.002862,0.001078,0.000733,0.001610,0.002345,0.001513
0.671310,0.559578,0.625196,0.062961,0.023749,0.042409,0.032591,0.032237,0.026047
0.160346,0.080490,0.261414,0.000435,0.000357,0.000000,0.000936,0.003955,0.002917
0.171640,0.092342,0.263837,0.003811,0.000000,0.000482,0.001610,0.002345,0.001892
0.160138,0.093545,0.271670,0.000000,0.000000,0.000000,0.020945,0.002631,0.000000
0.162505,0.082461,0.263846,0.002640,0.000007,0.000056,0.000483,0.008764,0.000125
0.168161,0.102747,0.271482,0.024976,0.005917,0.009579,0.035911,0.000000,0.006885
0.166261,0.087093,0.263184,0.001145,0.003859,0.007254,0.010467,0.006729,0.000000
0.223046,0.116480,0.289331,0.003663,0.000000,0.003348,0.004831,0.003517,0.000000
0.216371,0.137043,0.303639,0.003434,0.001781,0.003348,0.004831,0.007034,0.005675
0.187240,0.109930,0.284195,0.000000,0.000891,0.001228,0.001932,0.003048,0.002081
0.177412,0.098402,0.275660,0.003663,0.000000,0.001674,0.000000,0.003868,0.000000
0.226147,0.086455,0.411293,0.011857,0.005937,0.084751,0.032206,0.458583,0.094578
0.160138,0.080648,0.260979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.160138,0.080648,0.260979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.179558,0.092351,0.261693,0.003434,0.000913,0.001116,0.003221,0.002180,0.063866
0.160138,0.081275,0.261222,0.000362,0.000188,0.000000,0.001018,0.000741,0.000000
0.201591,0.127158,0.296338,0.002298,0.002127,0.000000,0.005799,0.000000,0.003443
0.160665,0.080648,0.260979,0.022240,0.000875,0.000625,0.000000,0.000000,0.002134
0.165223,0.086954,0.267351,0.006590,0.000000,0.006024,0.001932,0.004795,0.003783
0.187424,0.110226,0.284069,0.002259,0.000847,0.001117,0.002306,0.002490,0.001886
0.160084,0.080774,0.260833,0.000000,0.000594,0.000000,0.000805,0.000000,0.001892
0.176979,0.099419,0.276054,0.001488,0.000772,0.001116,0.002415,0.002345,0.001914
0.162059,0.110821,0.261176,0.003909,0.002031,0.002281,0.049002,0.000603,0.000000
0.177006,0.098868,0.269739,0.001717,0.000891,0.001116,0.001610,0.003751,0.000000
0.174587,0.094834,0.289353,0.019770,0.007885,0.017119,0.023039,0.087431,0.000000
0.181553,0.103669,0.279176,0.001967,0.000891,0.001116,0.001610,0.002345,0.001354
0.236399,0.158687,0.319068,0.003461,0.002085,0.003685,0.005159,0.007502,0.004736
0.167222,0.151485,0.267880,0.004753,0.013553,0.008394,0.115039,0.002300,0.097570
0.163133,0.080648,0.265046,0.005731,0.018511,0.003549,0.000000,0.012409,0.001453
0.159268,0.079173,0.259531,0.000150,0.000235,0.000442,0.000910,0.001857,0.000000
0.320662,0.253083,0.397317,0.009188,0.004785,0.007031,0.010306,0.015005,0.012743
0.165814,0.052552,0.275319,0.001717,0.000901,0.002280,0.000000,0.111765,0.001167
0.160138,0.080648,0.260979,0.000893,0.000000,0.000000,0.000000,0.000000,0.000000
0.169535,0.098472,0.268262,0.010389,0.000000,0.011133,0.012882,0.022331,0.001477
0.752364,0.274964,0.398709,0.011448,0.004156,0.006696,0.304090,0.065646,0.007566
0.220141,0.144820,0.311675,0.003434,0.002672,0.004511,0.004026,0.006565,0.004729
0.163506,0.084287,0.264399,0.001717,0.001738,0.001116,0.000483,0.002345,0.000946
0.220689,0.147161,0.314620,0.003434,0.001781,0.003348,0.006441,0.009378,0.005675
0.183884,0.107059,0.283416,0.003434,0.002969,0.000000,0.003221,0.007034,0.000000
0.160138,0.080648,0.260979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.175531,0.097182,0.260979,0.003434,0.000000,0.018683,0.000538,0.000000,0.000000
0.161240,0.080648,0.260979,0.001160,0.000695,0.000000,0.000000,0.000000,0.000000
0.190298,0.092397,0.270103,0.024658,0.008988,0.027540,0.019084,0.027841,0.015607
0.178850,0.100955,0.276397,0.001509,0.000781,0.000786,0.001494,0.002138,0.002022
0.197274,0.118981,0.291228,0.000000,0.001841,0.002232,0.000000,0.003517,0.002837
0.197458,0.116108,0.286537,0.002290,0.000954,0.001674,0.003221,0.003517,0.001892
0.170674,0.084162,0.261335,0.009015,0.004512,0.012483,0.005707,0.001088,0.000000
0.201124,0.124693,0.295806,0.001488,0.001193,0.001966,0.002837,0.004197,0.003068
0.185117,0.101513,0.273689,0.001832,0.001020,0.001171,0.002415,0.004689,0.009458
0.160138,0.080798,0.262923,0.004167,0.000096,0.000000,0.000243,0.005932,0.000000
0.166865,0.079975,0.267373,0.009730,0.000891,0.008370,0.001093,0.021101,0.003783
0.318964,0.211735,0.360818,0.009253,0.004332,0.005862,0.007752,0.011291,0.007188
0.161236,0.081342,0.262065,0.000000,0.000000,0.000781,0.000000,0.002813,0.000000
0.499440,0.434296,0.540774,0.019461,0.008923,0.033481,0.019324,0.028134,0.043506
0.174208,0.094358,0.272945,0.001735,0.000772,0.001116,0.001610,0.004689,0.003783
0.175697,0.094625,0.261617,0.004608,0.001244,0.001116,0.003221,0.007034,0.000000
0.184502,0.108082,0.282699,0.000000,0.001603,0.000000,0.003583,0.002813,0.000000
0.160138,0.080648,0.260979,0.001145,0.000000,0.000000,0.000000,0.000000,0.000000
0.160138,0.082981,0.260979,0.000000,0.000000,0.000000,0.003789,0.000000,0.000000
0.167838,0.088777,0.267064,0.000000,0.000000,0.009176,0.000483,0.000000,0.001892
0.163964,0.084809,0.264303,0.002633,0.000000,0.000167,0.000322,0.000469,0.000303
0.162285,0.080946,0.264245,0.000343,0.000688,0.002545,0.000483,0.009964,0.001719
