0.333555,0.000999,0.454595,0.869571
0.443018,0.001000,0.527648,1.000000
0.350166,0.584467,0.619191,1.000000
0.848078,0.443223,0.908084,0.001000
0.001000,0.101110,0.001000,1.000000
0.001000,0.001000,0.208557,1.000000
0.001000,0.001000,0.018942,1.000000
1.000000,0.001000,0.001000,1.000000
1.000000,0.797053,1.000000,0.001000
0.001000,0.001000,0.001000,1.000000
0.823139,0.387513,0.532512,1.000000
0.131580,0.001000,0.001000,0.026515
0.539879,0.001000,0.001000,1.000000
0.001000,0.592740,1.000000,1.000000
0.542469,0.001000,0.173401,0.669790
0.137518,0.001000,0.001000,1.000000
0.065197,0.520689,0.001000,0.721949
0.874687,0.001000,0.978046,0.484928
0.972034,0.001000,0.745879,0.001000
0.001000,0.335523,1.000000,1.000000
0.001000,0.029863,0.556543,0.021229
1.000000,0.001000,0.001000,0.001000
0.001000,0.001000,1.000000,1.000000
0.001000,0.608523,0.001000,1.000000
0.818249,0.754424,0.001000,0.373027
0.001000,1.000000,0.163885,0.117065
0.001000,1.000000,0.001000,1.000000
0.001000,0.153053,1.000000,0.839604
0.501724,0.156163,0.233511,1.000000
0.642836,0.001000,1.000000,1.000000
0.001000,0.001000,0.804345,1.000000
0.001000,0.001000,0.001000,1.000000
0.001000,1.000000,1.000000,0.386043
1.000000,0.001000,0.001000,0.001000
1.000000,0.001000,1.000000,1.000000
0.001000,0.001000,0.001000,0.887188
0.370829,0.908830,0.693508,1.000000
1.000000,0.468128,0.001000,0.999148
0.001000,1.000000,1.000000,0.001000
0.591426,0.001000,0.001000,1.000000
0.381662,0.556832,0.001000,0.411214
0.711240,0.318031,0.466922,1.000000
1.000000,0.001000,0.746564,1.000000
0.582669,0.001000,0.001000,1.000000
0.001000,0.559478,1.000000,0.628707
0.247755,0.001000,0.001000,1.000000
0.001000,0.586687,0.268471,0.861619
0.001000,1.000000,0.884073,1.000000
0.456036,0.001000,0.001000,0.014887
0.439355,0.001000,0.001000,0.968148
0.362461,0.041948,1.000000,0.484433
1.000000,0.390055,1.000000,1.000000
0.638282,0.901826,1.000000,0.001000
0.001000,0.223801,0.274180,0.001000
0.001000,0.344683,1.000000,1.000000
1.000000,0.478249,0.858076,1.000000
1.000000,0.001000,0.436278,0.439404
1.000000,1.000000,0.001000,0.014014
0.001000,0.631875,0.292094,0.840516
0.001000,0.001000,0.001000,0.969072
1.000000,0.001000,0.906981,0.001000
0.001000,0.215479,0.409659,1.000000
0.001000,1.000000,0.634989,0.001000
1.000000,0.001000,0.001000,0.679172
0.809223,1.000000,0.001000,0.221355
1.000000,0.581539,0.001000,0.623368
1.000000,0.001000,0.240401,0.822163
1.000000,0.536798,1.000000,0.933413
1.000000,0.001000,0.092700,0.397882
0.817360,0.001000,0.078143,0.753957
0.530318,0.830779,0.001000,1.000000
0.001000,0.001000,0.762675,1.000000
0.881122,1.000000,0.001000,0.001000
1.000000,0.001000,1.000000,0.537877
1.000000,0.001000,0.878841,0.001000
0.001000,0.001000,0.001000,0.777801
0.079718,0.014018,0.707278,0.302097
0.001000,0.001000,1.000000,0.001000
0.001000,1.000000,0.001000,1.000000
0.001000,0.001000,0.785272,0.001000
0.026198,0.001000,1.000000,1.000000
1.000000,0.396468,0.674635,0.148802
1.000000,0.062766,0.896068,0.462584
0.177708,0.001000,1.000000,0.628775
0.980407,0.057263,0.993330,1.000000
0.001000,0.001000,1.000000,1.000000
0.487032,1.000000,0.001000,0.568128
0.338952,0.001000,0.001000,1.000000
1.000000,0.001000,1.000000,0.118379
1.000000,0.308924,0.149323,0.258566
0.200296,0.001000,1.000000,1.000000
0.001000,1.000000,0.788914,1.000000
0.173957,0.001000,0.106215,0.394468
0.033466,0.001000,0.293791,0.001000
1.000000,0.025518,0.731962,0.001000
0.001000,0.001000,1.000000,1.000000
0.490281,1.000000,0.931410,0.628883
1.000000,0.720247,0.449919,1.000000
0.926932,0.001000,0.001000,0.001000
0.485859,0.128106,0.542902,0.089639
0.055840,0.001000,1.000000,1.000000
1.000000,1.000000,0.833611,0.001000
0.650721,1.000000,0.001000,0.999245
0.005618,0.435469,0.001000,1.000000
0.001000,0.001000,1.000000,1.000000
0.631628,0.660691,1.000000,0.001000
0.001000,1.000000,1.000000,1.000000
0.001000,0.001000,0.267762,0.892738
0.001000,1.000000,0.001000,0.001000
0.001000,0.001000,1.000000,0.148636
0.409399,0.351796,0.001000,0.626284
0.596383,0.001000,0.627022,1.000000
