1.000000,2.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.001000,1.000000,1.000000,0.016611,0.583468,0.164596,1.000000,0.514523,0.442224,0.453489,0.001000,0.001000,0.100111
0.001000,1.000000,0.526528,0.556154,0.001000,1.000000,0.001000,0.001000,0.001000,1.000000,1.000000,0.001000,0.001000,0.227904
1.000000,1.000000,1.000000,0.001000,0.001000,0.001000,0.001000,1.000000,0.489584,0.386514,0.077917,0.191089,0.001000,0.001000
0.501796,1.000000,1.000000,0.979959,0.001000,0.510105,0.001000,0.591741,1.000000,1.000000,0.208914,0.001000,0.001000,0.001000
0.803963,1.000000,0.302716,1.000000,0.001000,0.519690,0.001000,0.001000,0.541132,0.001000,0.523451,0.001000,0.638479,0.001000
1.000000,0.736131,0.001000,1.000000,0.966591,1.000000,0.001000,0.028864,0.101948,0.001000,0.853576,0.001000,0.001000,0.001000
0.469685,0.001000,1.000000,1.000000,0.001000,0.607524,0.001000,0.477077,0.484694,0.753425,0.001000,0.001000,0.001000,1.000000
0.709290,1.000000,0.001000,1.000000,0.001000,0.967297,0.001000,0.152054,1.000000,0.001000,0.168169,0.155164,0.001000,0.944253
1.000000,1.000000,1.000000,1.000000,0.001000,0.001000,0.349750,0.848553,0.001000,0.001000,0.001000,0.175322,0.001000,1.000000
1.000000,1.000000,1.000000,0.023233,0.001000,0.001000,1.000000,0.001000,1.000000,0.820273,0.001000,0.001000,0.001000,0.017617
1.000000,1.000000,1.000000,1.000000,0.750339,0.467129,0.001000,0.129577,0.001000,1.000000,1.000000,0.001000,0.257871,0.001000
0.411791,1.000000,1.000000,1.000000,0.001000,0.001000,0.377685,0.317032,0.012327,1.000000,0.819643,0.001000,0.291969,0.225237
1.000000,1.000000,0.540272,1.000000,0.001000,0.558479,0.661029,0.001000,0.001000,0.001000,0.001000,0.766718,0.001000,0.585688
0.813876,1.000000,0.001000,1.000000,0.429478,0.641775,0.122481,0.001000,0.001000,0.001000,0.105800,0.001000,0.001000,0.098577
1.000000,1.000000,1.000000,0.614862,1.000000,0.389056,1.000000,0.541377,0.304727,0.900827,0.681294,0.001000,0.001000,0.222802
0.819585,1.000000,0.416408,1.000000,0.620190,0.798356,1.000000,0.477250,0.403481,0.606060,0.702703,0.001000,0.001000,0.001000
1.000000,1.000000,0.236053,0.144443,0.001000,0.630876,0.001000,0.001000,0.001000,0.001000,0.001000,0.099501,1.000000,0.001000
1.000000,0.684983,0.484634,1.000000,0.001000,0.785344,0.001000,1.000000,0.180394,0.001000,0.961792,0.001000,0.001000,0.001000
1.000000,1.000000,0.001000,0.351784,1.000000,0.580540,0.001000,0.001000,0.867325,0.001000,0.001000,0.001000,0.920486,0.535799
1.000000,1.000000,1.000000,0.001000,0.001000,0.001000,0.483805,0.001000,0.001000,0.001000,0.196763,0.829780,0.001000,1.000000
0.235182,0.961950,1.000000,1.000000,0.547567,1.000000,0.001000,0.001000,1.000000,0.001000,0.548568,0.001000,1.000000,0.001000
1.000000,0.985833,0.237961,0.001000,0.001000,0.001000,0.001000,0.013019,0.252683,0.001000,0.001000,0.001000,1.000000,0.001000
0.040908,1.000000,0.001000,1.000000,0.001000,0.001000,0.330677,0.001000,0.001000,0.001000,1.000000,0.788850,0.732795,0.395469
1.000000,1.000000,1.000000,1.000000,0.441473,0.001000,0.001000,0.001000,0.597494,0.001000,0.646852,0.056264,0.538735,1.000000
