0.348054,0.305758,0.332077,0.231601,0.240132,0.343028,0.195214,0.379182,0.284327,0.200669
0.457517,-1.750984,0.405130,0.908475,0.256743,0.926496,0.359810,1.663242,0.798850,0.642893
0.801543,-0.701831,-0.692127,0.331712,-0.863260,0.704538,-0.278258,-0.064664,0.038289,1.928912
-0.079563,0.227770,-0.103576,2.330971,1.320737,0.037935,-0.432531,0.607086,1.340571,0.996723
1.174695,-0.833325,-0.081372,-1.285243,-0.647186,2.103383,0.684798,0.765696,0.362244,0.391758
0.146079,-0.107318,-0.166127,-0.611455,0.446456,0.322987,-0.710781,0.889287,-0.788310,0.792410
1.791588,1.389648,0.540991,0.034996,-0.041062,0.143247,-0.000823,-0.047198,-0.412957,1.327350
0.079696,0.825448,-0.213665,0.083979,0.781264,-1.402776,0.718665,-0.005461,0.922806,0.198218
0.639338,-0.958111,-1.291815,0.566125,1.206723,1.391779,-0.930171,0.408046,0.386275,-0.647673
1.201630,-2.162872,-1.092026,-1.230816,-0.290183,-2.116567,1.092315,1.510488,-0.204702,0.808193
-0.766898,0.782835,0.816771,0.985026,-0.403511,-0.153516,-0.967889,1.795784,-0.006383,-0.551837
-1.671176,1.579139,-0.511560,1.198898,-2.703090,0.495082,1.249667,0.349215,0.452496,0.355833
0.126970,1.250011,0.641358,-0.355338,1.096091,0.794297,-1.265384,-0.409228,0.634077,1.049222
-0.777245,-1.004489,-0.501714,0.406923,-0.187681,1.444155,0.743933,-0.104346,1.044262,-0.776098
-0.589357,-0.864839,1.931123,-0.112378,1.283952,1.163301,-2.066175,-0.482817,-1.151492,0.218286
0.385328,1.213589,0.570990,1.511550,0.990471,0.810157,-1.167004,0.508759,-2.461695,1.297309
1.869806,-0.983520,0.589948,-0.640365,-0.348077,1.118104,0.243321,0.935015,-1.172630,-0.257688
0.725739,0.622790,0.344404,1.552983,1.059775,0.153795,0.487183,0.604419,0.533441,0.049620
-0.111674,0.689299,-0.059608,0.790080,0.901161,0.102164,0.109414,-0.967183,-0.277743,0.967387
-0.633553,0.891446,0.145953,0.223649,-1.557858,2.718465,0.624692,1.020957,0.406808,-0.878914
-0.914046,-0.548926,0.437877,-0.172898,-3.172454,0.441605,0.224120,0.420131,1.264043,-0.184469
1.836138,0.694814,1.743540,0.772978,0.544859,1.243855,0.876508,-1.840153,-0.166460,0.423471
0.167639,-0.648408,-0.251515,0.575285,0.860322,1.141384,1.493558,0.856432,0.687808,0.806729
1.050757,-0.176187,0.313760,-0.198566,1.034000,1.390648,-0.568733,-0.476375,-0.613356,0.831545
0.185553,0.276703,-1.018128,-2.454442,-0.285803,0.442529,3.175529,0.095315,0.736713,-1.114348
-0.167312,0.520238,0.287141,1.016945,-1.434238,2.245405,0.375608,-0.964940,1.246119,-1.696150
-0.883662,0.115359,0.807745,1.236830,-1.097416,-0.305188,1.711587,0.959722,-1.771268,-0.045534
1.215379,-0.197026,0.117883,0.184193,1.160618,0.878827,1.291133,0.443024,1.070348,-0.875498
-0.013841,-0.165931,0.815882,-0.539976,-0.136320,0.227414,0.391977,1.208962,-1.832938,1.452211
-0.416764,-0.732292,0.640157,2.008248,0.787699,2.312959,-1.682886,-2.334812,4.231961,-0.070908
0.896622,-0.025936,1.615396,-0.534933,0.664378,-0.671139,-0.566825,-0.821101,-0.611149,0.108899
0.094217,0.318777,0.584760,-0.335873,-0.170458,-0.563854,1.384450,-1.163544,-0.674765,1.239816
